i,ii,iii,avr,avl,avf,v1,v2,v3,v4,v5,v6,vx,vy,vz
0.1525,0.1935,0.041,-0.173,0.0555,0.117,0.2875,0.1055,0.2995,0.2805,0.257,0.2105,-0.0855,-0.2945,-0.064
0.152,0.19,0.038,-0.1715,0.057,0.114,0.29,0.11,0.3015,0.282,0.257,0.2115,-0.086,-0.298,-0.0655
0.1515,0.1895,0.038,-0.1705,0.0565,0.1135,0.293,0.117,0.302,0.2845,0.2555,0.212,-0.089,-0.2995,-0.0655
0.147,0.1835,0.036,-0.1655,0.0555,0.11,0.2945,0.118,0.303,0.29,0.2595,0.217,-0.086,-0.3015,-0.0655
0.145,0.1815,0.037,-0.1635,0.054,0.109,0.2945,0.1195,0.302,0.2895,0.259,0.216,-0.086,-0.3035,-0.0655
0.145,0.183,0.0385,-0.164,0.053,0.1105,0.2925,0.1135,0.299,0.284,0.255,0.2105,-0.087,-0.2995,-0.064
0.1475,0.1895,0.042,-0.1685,0.0525,0.1155,0.287,0.1125,0.302,0.2845,0.2575,0.2115,-0.0845,-0.29,-0.0665
0.149,0.196,0.0465,-0.1725,0.0515,0.121,0.285,0.114,0.303,0.286,0.26,0.213,-0.084,-0.2865,-0.068
0.149,0.196,0.047,-0.173,0.051,0.1215,0.288,0.1115,0.297,0.278,0.255,0.208,-0.0875,-0.288,-0.0675
0.1495,0.1965,0.047,-0.1735,0.051,0.122,0.2825,0.1075,0.2955,0.2765,0.2535,0.207,-0.088,-0.292,-0.067
0.146,0.193,0.047,-0.17,0.0495,0.12,0.282,0.104,0.2955,0.275,0.253,0.2055,-0.091,-0.29,-0.0665
0.1485,0.194,0.0455,-0.1715,0.0515,0.1195,0.283,0.1035,0.2945,0.2725,0.253,0.204,-0.0905,-0.287,-0.067
0.1505,0.199,0.0485,-0.1745,0.051,0.1235,0.2795,0.1035,0.294,0.27,0.254,0.2035,-0.0885,-0.286,-0.0655
0.1535,0.206,0.053,-0.18,0.05,0.1295,0.284,0.1045,0.2935,0.2665,0.2515,0.202,-0.091,-0.28,-0.0655
0.1575,0.2095,0.052,-0.184,0.0525,0.1305,0.2845,0.107,0.2955,0.2685,0.252,0.2025,-0.091,-0.2845,-0.0685
0.161,0.2075,0.047,-0.1845,0.0565,0.127,0.285,0.109,0.2935,0.27,0.254,0.2055,-0.09,-0.291,-0.0675
0.16,0.206,0.0465,-0.183,0.0565,0.1265,0.2885,0.1115,0.2955,0.2765,0.258,0.2115,-0.088,-0.2915,-0.067
0.1555,0.2035,0.048,-0.1795,0.0535,0.1255,0.29,0.111,0.2965,0.2805,0.26,0.2115,-0.0895,-0.291,-0.068
0.159,0.1975,0.0385,-0.1785,0.06,0.118,0.294,0.111,0.295,0.276,0.256,0.2095,-0.092,-0.294,-0.067
0.164,0.1965,0.0325,-0.1805,0.0655,0.1145,0.292,0.113,0.2945,0.2745,0.255,0.21,-0.091,-0.3,-0.0675
0.166,0.203,0.0365,-0.185,0.0645,0.1195,0.29,0.113,0.296,0.2765,0.257,0.2115,-0.091,-0.301,-0.07
0.1555,0.1935,0.038,-0.175,0.0585,0.116,0.294,0.114,0.297,0.277,0.2565,0.213,-0.0915,-0.302,-0.0695
0.15,0.1875,0.0375,-0.1695,0.056,0.1125,0.295,0.115,0.296,0.2795,0.256,0.214,-0.0935,-0.302,-0.0675
0.159,0.1945,0.0355,-0.177,0.0615,0.115,0.298,0.1205,0.302,0.286,0.2595,0.22,-0.09,-0.301,-0.065
0.154,0.1915,0.0375,-0.1735,0.058,0.1145,0.2975,0.119,0.3015,0.284,0.257,0.2205,-0.086,-0.3045,-0.0615
0.1485,0.1915,0.0435,-0.1705,0.0525,0.1175,0.2955,0.111,0.2965,0.2775,0.2535,0.215,-0.0885,-0.303,-0.06
0.153,0.204,0.051,-0.1785,0.051,0.127,0.2955,0.119,0.3015,0.2785,0.2585,0.214,-0.0885,-0.292,-0.0645
0.153,0.208,0.055,-0.1805,0.0485,0.1315,0.2915,0.1135,0.299,0.2775,0.257,0.2135,-0.088,-0.2895,-0.0665
0.1525,0.206,0.0535,-0.1795,0.0495,0.1295,0.294,0.1095,0.2945,0.2745,0.253,0.2095,-0.0895,-0.291,-0.0655
0.145,0.209,0.064,-0.1775,0.04,0.1365,0.296,0.115,0.299,0.277,0.2545,0.212,-0.0915,-0.2875,-0.067
0.14,0.203,0.063,-0.172,0.038,0.133,0.2925,0.1065,0.2945,0.274,0.251,0.211,-0.092,-0.2855,-0.0625
0.1465,0.2,0.0535,-0.1735,0.046,0.127,0.288,0.1055,0.29,0.269,0.248,0.206,-0.0935,-0.2835,-0.061
0.1555,0.2095,0.054,-0.183,0.0505,0.132,0.28,0.1045,0.29,0.266,0.2465,0.202,-0.093,-0.2785,-0.064
0.176,0.217,0.041,-0.197,0.067,0.129,0.2785,0.0995,0.2845,0.257,0.24,0.195,-0.0935,-0.274,-0.065
0.1805,0.219,0.0385,-0.2,0.0705,0.129,0.2805,0.1,0.284,0.2575,0.2385,0.1955,-0.0945,-0.2775,-0.066
0.169,0.2175,0.0485,-0.1935,0.06,0.133,0.2835,0.1025,0.286,0.2665,0.244,0.202,-0.094,-0.281,-0.0675
0.1675,0.2135,0.046,-0.191,0.0605,0.13,0.2875,0.111,0.291,0.272,0.2485,0.2065,-0.094,-0.2865,-0.0675
0.168,0.213,0.045,-0.1905,0.061,0.129,0.2815,0.113,0.2955,0.275,0.25,0.208,-0.0925,-0.2875,-0.0665
0.166,0.213,0.047,-0.19,0.0595,0.13,0.2895,0.1125,0.294,0.2755,0.25,0.2085,-0.0915,-0.284,-0.0665
0.1655,0.2095,0.044,-0.188,0.0605,0.127,0.293,0.108,0.292,0.276,0.2495,0.2085,-0.093,-0.286,-0.067
0.163,0.2085,0.046,-0.186,0.0585,0.127,0.294,0.11,0.292,0.2775,0.249,0.209,-0.092,-0.285,-0.067
0.162,0.207,0.045,-0.185,0.0585,0.126,0.2955,0.1135,0.2935,0.279,0.25,0.2125,-0.0895,-0.293,-0.068
0.157,0.1985,0.0415,-0.178,0.0575,0.12,0.2885,0.1145,0.2945,0.2815,0.2495,0.2125,-0.09,-0.303,-0.068
0.147,0.186,0.039,-0.1665,0.0535,0.1125,0.2915,0.116,0.2915,0.2815,0.248,0.212,-0.0905,-0.3045,-0.067
0.1455,0.186,0.041,-0.166,0.052,0.1135,0.288,0.1155,0.2925,0.2835,0.249,0.2135,-0.088,-0.3,-0.067
0.1425,0.189,0.047,-0.166,0.0475,0.118,0.288,0.116,0.2925,0.281,0.246,0.2105,-0.0885,-0.296,-0.0675
0.1415,0.1915,0.05,-0.1665,0.0455,0.1205,0.288,0.1095,0.2885,0.2735,0.242,0.206,-0.092,-0.294,-0.067
0.142,0.1945,0.052,-0.1685,0.0445,0.1235,0.286,0.108,0.288,0.2735,0.2435,0.207,-0.089,-0.29,-0.0665
0.1405,0.1925,0.052,-0.167,0.044,0.1225,0.2835,0.1065,0.285,0.2705,0.2415,0.206,-0.088,-0.287,-0.068
0.1425,0.195,0.0525,-0.169,0.0445,0.124,0.279,0.102,0.2835,0.2665,0.238,0.201,-0.0915,-0.282,-0.0705
0.139,0.1915,0.0525,-0.1655,0.043,0.122,0.281,0.1025,0.284,0.264,0.2375,0.1995,-0.0935,-0.284,-0.0705
0.1375,0.193,0.0555,-0.1655,0.0405,0.124,0.2805,0.1005,0.2835,0.262,0.238,0.1995,-0.093,-0.2835,-0.069
0.1415,0.2,0.0585,-0.171,0.0415,0.129,0.2775,0.1005,0.2825,0.26,0.235,0.1975,-0.093,-0.2805,-0.0695
0.1465,0.2045,0.058,-0.176,0.044,0.1315,0.2765,0.1,0.284,0.2585,0.2345,0.196,-0.0945,-0.275,-0.0695
0.1515,0.211,0.059,-0.1815,0.046,0.135,0.2765,0.101,0.2885,0.2615,0.2395,0.1975,-0.0945,-0.2715,-0.0705
0.1505,0.208,0.0575,-0.1795,0.046,0.1325,0.278,0.1065,0.2935,0.268,0.2455,0.2005,-0.0955,-0.28,-0.072
0.148,0.205,0.057,-0.177,0.0455,0.131,0.284,0.1095,0.296,0.2695,0.246,0.205,-0.097,-0.2835,-0.071
0.151,0.205,0.054,-0.1785,0.0485,0.1295,0.2875,0.107,0.2905,0.2655,0.2425,0.2045,-0.1,-0.2865,-0.069
0.15,0.201,0.0505,-0.1755,0.0495,0.1255,0.282,0.1075,0.292,0.271,0.245,0.206,-0.098,-0.291,-0.0675
0.139,0.1985,0.0595,-0.1685,0.0395,0.129,0.2865,0.1135,0.296,0.2745,0.2475,0.21,-0.0975,-0.2915,-0.0695
0.138,0.198,0.06,-0.168,0.039,0.129,0.29,0.1105,0.293,0.2695,0.243,0.207,-0.1005,-0.289,-0.0705
0.138,0.196,0.058,-0.167,0.0395,0.127,0.287,0.113,0.296,0.274,0.2445,0.2115,-0.098,-0.286,-0.07
0.1335,0.1905,0.0565,-0.162,0.0385,0.1235,0.2915,0.1185,0.298,0.278,0.2465,0.213,-0.0975,-0.291,-0.0695
0.1405,0.1855,0.045,-0.163,0.0475,0.115,0.2875,0.112,0.294,0.278,0.2445,0.211,-0.097,-0.2935,-0.069
0.134,0.1855,0.052,-0.16,0.041,0.1185,0.2875,0.116,0.298,0.2835,0.2495,0.2155,-0.094,-0.2875,-0.0705
0.1315,0.187,0.0555,-0.1595,0.038,0.121,0.2895,0.1145,0.297,0.28,0.247,0.2115,-0.095,-0.287,-0.0695
0.1355,0.195,0.0595,-0.1655,0.0375,0.1275,0.289,0.113,0.297,0.2805,0.249,0.2095,-0.094,-0.285,-0.0715
0.1315,0.1975,0.0655,-0.1645,0.0325,0.1315,0.2865,0.1125,0.2965,0.2785,0.249,0.209,-0.093,-0.2815,-0.072
0.1325,0.194,0.062,-0.1635,0.035,0.128,0.283,0.105,0.2865,0.2685,0.242,0.204,-0.0945,-0.286,-0.069
0.131,0.1925,0.0615,-0.162,0.0345,0.127,0.284,0.108,0.2875,0.269,0.2435,0.2045,-0.0945,-0.288,-0.0695
0.132,0.192,0.06,-0.162,0.0355,0.126,0.2785,0.11,0.293,0.273,0.248,0.207,-0.0925,-0.2845,-0.0715
0.137,0.1985,0.0615,-0.1675,0.0375,0.13,0.283,0.11,0.2915,0.272,0.2475,0.205,-0.092,-0.2815,-0.072
0.1455,0.2055,0.06,-0.176,0.043,0.1325,0.2845,0.1045,0.288,0.264,0.241,0.198,-0.095,-0.277,-0.072
0.1575,0.2185,0.061,-0.188,0.048,0.1395,0.2795,0.1035,0.2915,0.265,0.245,0.198,-0.093,-0.2735,-0.0705
0.158,0.222,0.0635,-0.1905,0.047,0.143,0.284,0.109,0.2965,0.268,0.2485,0.201,-0.092,-0.2725,-0.072
0.1505,0.2135,0.0635,-0.1825,0.0435,0.1385,0.285,0.107,0.293,0.269,0.2475,0.2025,-0.094,-0.2765,-0.0735
0.151,0.212,0.061,-0.1815,0.0445,0.1365,0.283,0.11,0.297,0.275,0.2505,0.2075,-0.093,-0.278,-0.0725
0.153,0.212,0.059,-0.1825,0.0465,0.1355,0.287,0.115,0.301,0.277,0.252,0.208,-0.092,-0.2795,-0.0715
0.1565,0.2105,0.054,-0.184,0.051,0.132,0.29,0.114,0.2985,0.276,0.2505,0.2075,-0.0935,-0.288,-0.071
0.1585,0.207,0.049,-0.183,0.0545,0.128,0.293,0.1165,0.302,0.2775,0.252,0.21,-0.092,-0.286,-0.0715
0.1595,0.21,0.051,-0.185,0.054,0.1305,0.293,0.1175,0.3055,0.2795,0.2535,0.21,-0.092,-0.289,-0.0705
0.1535,0.2065,0.053,-0.18,0.05,0.1295,0.2935,0.1185,0.304,0.2805,0.253,0.2105,-0.096,-0.294,-0.072
0.144,0.197,0.0525,-0.171,0.0455,0.1245,0.2995,0.1215,0.3055,0.2845,0.255,0.215,-0.095,-0.291,-0.0725
0.1495,0.1965,0.047,-0.173,0.051,0.1215,0.3,0.123,0.307,0.286,0.254,0.2165,-0.0945,-0.2955,-0.07
0.146,0.194,0.048,-0.1705,0.049,0.121,0.2955,0.1235,0.304,0.286,0.2545,0.216,-0.0935,-0.293,-0.069
0.139,0.1925,0.054,-0.166,0.0425,0.123,0.291,0.1185,0.3015,0.282,0.252,0.2125,-0.095,-0.2875,-0.0695
0.1375,0.1925,0.055,-0.165,0.041,0.124,0.2935,0.1145,0.297,0.2745,0.246,0.207,-0.0985,-0.286,-0.072
0.142,0.198,0.056,-0.17,0.0425,0.127,0.2935,0.115,0.298,0.276,0.249,0.209,-0.0945,-0.2825,-0.074
0.1455,0.204,0.0585,-0.175,0.0435,0.1315,0.2885,0.114,0.297,0.2745,0.2495,0.2095,-0.094,-0.2795,-0.0725
0.1435,0.2025,0.059,-0.173,0.042,0.1305,0.288,0.114,0.2975,0.274,0.248,0.209,-0.094,-0.2825,-0.0725
0.1445,0.205,0.06,-0.175,0.042,0.1325,0.29,0.115,0.3025,0.279,0.2515,0.212,-0.0935,-0.284,-0.0745
0.1505,0.2125,0.062,-0.182,0.044,0.1375,0.29,0.1145,0.3025,0.2755,0.25,0.2105,-0.093,-0.279,-0.072
0.156,0.219,0.063,-0.188,0.0465,0.141,0.2875,0.114,0.302,0.272,0.2485,0.2065,-0.0945,-0.2755,-0.0725
0.16,0.227,0.067,-0.194,0.046,0.147,0.2875,0.113,0.3035,0.274,0.251,0.2085,-0.0935,-0.2735,-0.075
0.16,0.225,0.065,-0.193,0.047,0.145,0.2865,0.1125,0.3035,0.2745,0.2505,0.208,-0.093,-0.277,-0.0755
0.16,0.2225,0.063,-0.1915,0.048,0.143,0.2895,0.1165,0.308,0.2785,0.253,0.211,-0.094,-0.2835,-0.0765
0.1645,0.2245,0.06,-0.195,0.052,0.142,0.2945,0.122,0.3125,0.2835,0.2575,0.219,-0.09,-0.2875,-0.074
0.1615,0.2195,0.058,-0.191,0.051,0.139,0.297,0.1255,0.315,0.285,0.2595,0.22,-0.091,-0.2855,-0.074
0.158,0.218,0.06,-0.188,0.0485,0.139,0.298,0.128,0.32,0.2895,0.2635,0.2235,-0.09,-0.2825,-0.0735
0.1575,0.2145,0.0575,-0.1865,0.0495,0.136,0.296,0.127,0.3165,0.2875,0.2625,0.222,-0.092,-0.2855,-0.0725
0.1535,0.215,0.0615,-0.1845,0.046,0.1385,0.296,0.1265,0.316,0.2875,0.265,0.221,-0.0905,-0.284,-0.073
0.153,0.2135,0.0605,-0.184,0.046,0.137,0.3005,0.1295,0.317,0.2905,0.265,0.2245,-0.089,-0.287,-0.0725
0.1525,0.2055,0.053,-0.179,0.0495,0.129,0.3015,0.129,0.314,0.2895,0.261,0.2235,-0.0935,-0.296,-0.074
0.147,0.201,0.0535,-0.174,0.0465,0.127,0.3005,0.13,0.316,0.2945,0.264,0.227,-0.09,-0.297,-0.073
0.1445,0.1975,0.0525,-0.171,0.0455,0.125,0.302,0.1295,0.3155,0.2945,0.263,0.2275,-0.089,-0.297,-0.0735
0.145,0.2,0.0545,-0.1725,0.045,0.127,0.302,0.1255,0.313,0.29,0.262,0.2215,-0.0915,-0.2925,-0.0765
0.148,0.2075,0.0595,-0.178,0.044,0.1335,0.2955,0.124,0.3125,0.2905,0.2615,0.22,-0.0895,-0.283,-0.0775
0.149,0.2095,0.0605,-0.1795,0.044,0.135,0.295,0.122,0.3105,0.2885,0.26,0.2195,-0.089,-0.2845,-0.0775
0.1495,0.213,0.0635,-0.1815,0.0425,0.138,0.297,0.122,0.3085,0.286,0.259,0.2185,-0.089,-0.2815,-0.0765
0.154,0.214,0.06,-0.1845,0.0465,0.1375,0.2935,0.118,0.308,0.2865,0.2585,0.219,-0.0875,-0.278,-0.0745
0.1485,0.211,0.062,-0.18,0.043,0.1365,0.293,0.1185,0.308,0.285,0.2605,0.2175,-0.089,-0.2825,-0.075
0.1445,0.2125,0.068,-0.1785,0.038,0.1405,0.2915,0.118,0.307,0.2815,0.259,0.2145,-0.09,-0.2765,-0.0745
0.1565,0.222,0.0655,-0.1895,0.045,0.144,0.2875,0.113,0.3025,0.2755,0.2545,0.2115,-0.0905,-0.2725,-0.074
0.167,0.2315,0.064,-0.1995,0.051,0.148,0.288,0.1175,0.3055,0.275,0.2555,0.21,-0.089,-0.273,-0.075
0.1715,0.2365,0.065,-0.204,0.053,0.1505,0.288,0.116,0.3095,0.2795,0.259,0.2135,-0.089,-0.2705,-0.0755
0.169,0.236,0.0665,-0.2025,0.051,0.151,0.291,0.1195,0.311,0.2835,0.2625,0.2175,-0.0885,-0.27,-0.0765
0.163,0.228,0.065,-0.196,0.0485,0.1465,0.296,0.1245,0.3125,0.283,0.2615,0.2175,-0.09,-0.2785,-0.076
0.1635,0.225,0.061,-0.1945,0.051,0.143,0.2935,0.116,0.308,0.277,0.2575,0.2155,-0.0925,-0.283,-0.0735
0.1655,0.221,0.0555,-0.1935,0.055,0.1385,0.294,0.12,0.31,0.28,0.26,0.217,-0.092,-0.284,-0.0745
0.1665,0.2205,0.0545,-0.194,0.0555,0.1375,0.3015,0.129,0.3135,0.2855,0.263,0.219,-0.091,-0.2845,-0.076
0.169,0.226,0.057,-0.1975,0.056,0.1415,0.2985,0.1265,0.3135,0.285,0.264,0.22,-0.09,-0.282,-0.0775
0.1715,0.224,0.052,-0.198,0.0595,0.138,0.2935,0.1255,0.313,0.286,0.262,0.2195,-0.0895,-0.2845,-0.077
0.17,0.215,0.045,-0.1925,0.062,0.13,0.296,0.124,0.3125,0.289,0.2625,0.219,-0.089,-0.29,-0.074
0.161,0.205,0.0445,-0.183,0.058,0.125,0.2995,0.127,0.3145,0.292,0.263,0.2205,-0.091,-0.2925,-0.075
0.154,0.202,0.048,-0.1785,0.053,0.125,0.2965,0.1255,0.311,0.2885,0.26,0.217,-0.091,-0.2915,-0.0735
0.1565,0.2075,0.0515,-0.1825,0.052,0.1295,0.2925,0.1205,0.309,0.2865,0.258,0.216,-0.089,-0.285,-0.073
0.158,0.214,0.056,-0.1865,0.051,0.135,0.2955,0.1225,0.3115,0.2875,0.2585,0.2155,-0.09,-0.279,-0.0755
0.163,0.22,0.0575,-0.1915,0.0525,0.1385,0.2925,0.119,0.3085,0.2845,0.2585,0.214,-0.0905,-0.281,-0.076
0.168,0.2285,0.0605,-0.1985,0.0535,0.1445,0.292,0.1225,0.3115,0.285,0.2595,0.214,-0.091,-0.2795,-0.078
0.1695,0.2335,0.0635,-0.202,0.053,0.1485,0.293,0.117,0.3115,0.284,0.261,0.2145,-0.0915,-0.277,-0.076
0.1725,0.231,0.0585,-0.202,0.057,0.145,0.292,0.114,0.307,0.2795,0.257,0.2135,-0.0905,-0.28,-0.0715
0.1705,0.2305,0.06,-0.2005,0.055,0.145,0.291,0.1225,0.3095,0.2775,0.256,0.2125,-0.0895,-0.2725,-0.071
0.1745,0.236,0.0615,-0.2055,0.0565,0.1485,0.289,0.1175,0.3075,0.2755,0.2565,0.21,-0.0905,-0.269,-0.072
0.176,0.2395,0.064,-0.208,0.056,0.1515,0.2895,0.1135,0.3035,0.2715,0.254,0.207,-0.091,-0.27,-0.0735
0.172,0.2405,0.069,-0.2065,0.0515,0.1545,0.29,0.113,0.304,0.272,0.255,0.208,-0.091,-0.2655,-0.074
0.173,0.238,0.065,-0.2055,0.054,0.151,0.2935,0.1155,0.308,0.2785,0.256,0.213,-0.0885,-0.27,-0.0725
0.1725,0.2335,0.061,-0.2035,0.0555,0.1475,0.298,0.117,0.3085,0.2795,0.255,0.2155,-0.0885,-0.2775,-0.0715
0.1735,0.231,0.0575,-0.2025,0.058,0.144,0.299,0.115,0.3065,0.279,0.255,0.214,-0.09,-0.282,-0.0705
0.174,0.2295,0.0555,-0.202,0.059,0.1425,0.2995,0.12,0.313,0.2835,0.2575,0.216,-0.0855,-0.279,-0.0705
0.173,0.232,0.059,-0.2025,0.0565,0.1455,0.299,0.124,0.3155,0.288,0.262,0.2195,-0.082,-0.2795,-0.0725
0.17,0.2315,0.0615,-0.201,0.0545,0.1465,0.2975,0.119,0.31,0.2855,0.261,0.217,-0.085,-0.2825,-0.071
0.163,0.225,0.062,-0.194,0.05,0.1435,0.2975,0.12,0.3105,0.286,0.2605,0.22,-0.0865,-0.282,-0.0685
0.1595,0.2205,0.061,-0.19,0.049,0.141,0.303,0.128,0.316,0.2935,0.265,0.227,-0.0835,-0.2895,-0.0685
0.161,0.2175,0.057,-0.1895,0.0515,0.1375,0.305,0.13,0.3165,0.297,0.2665,0.2295,-0.083,-0.2945,-0.069
0.1565,0.2145,0.0585,-0.186,0.049,0.1365,0.303,0.1295,0.3155,0.2965,0.266,0.2285,-0.0845,-0.291,-0.0685
0.1555,0.218,0.0625,-0.187,0.046,0.1405,0.301,0.1245,0.312,0.2885,0.2615,0.2205,-0.0895,-0.2835,-0.0685
0.155,0.2225,0.067,-0.189,0.0435,0.1445,0.3,0.1235,0.313,0.2885,0.2635,0.221,-0.0895,-0.282,-0.071
0.1555,0.226,0.0705,-0.1905,0.042,0.148,0.3005,0.126,0.3165,0.29,0.2655,0.224,-0.0875,-0.2825,-0.0735
0.1595,0.2275,0.068,-0.1935,0.0455,0.1475,0.297,0.1205,0.31,0.2825,0.2585,0.218,-0.089,-0.28,-0.0735
0.158,0.2265,0.0685,-0.1925,0.0445,0.1475,0.293,0.1145,0.305,0.277,0.256,0.215,-0.09,-0.278,-0.073
0.1585,0.2235,0.0645,-0.191,0.0465,0.144,0.289,0.112,0.3035,0.274,0.2545,0.213,-0.0905,-0.2765,-0.072
0.1685,0.2255,0.057,-0.197,0.0555,0.141,0.2815,0.109,0.2995,0.27,0.252,0.208,-0.0895,-0.2705,-0.072
0.172,0.232,0.06,-0.2025,0.056,0.146,0.2805,0.106,0.296,0.264,0.2485,0.203,-0.0925,-0.271,-0.0725
0.1705,0.235,0.064,-0.203,0.053,0.1495,0.2815,0.1035,0.2945,0.2635,0.247,0.201,-0.0935,-0.2705,-0.0725
0.167,0.234,0.0665,-0.2005,0.05,0.1505,0.28,0.1025,0.2945,0.2635,0.248,0.202,-0.094,-0.266,-0.075
0.163,0.2295,0.0665,-0.1965,0.048,0.148,0.284,0.106,0.2945,0.2655,0.248,0.203,-0.0955,-0.272,-0.075
0.167,0.2285,0.061,-0.198,0.0525,0.1445,0.287,0.107,0.295,0.2695,0.2495,0.2085,-0.0935,-0.2755,-0.072
0.1675,0.2275,0.06,-0.1975,0.0535,0.1435,0.2865,0.109,0.2975,0.271,0.251,0.209,-0.0935,-0.2785,-0.074
0.166,0.224,0.058,-0.1955,0.054,0.141,0.2855,0.11,0.2985,0.272,0.253,0.2085,-0.092,-0.286,-0.0705
0.16,0.223,0.063,-0.1915,0.048,0.143,0.2885,0.1105,0.3,0.275,0.2545,0.2115,-0.0925,-0.2815,-0.0685
0.1555,0.2215,0.066,-0.1885,0.0445,0.144,0.291,0.1135,0.2985,0.2745,0.252,0.209,-0.095,-0.281,-0.069
