i,ii,iii,avr,avl,avf,v1,v2,v3,v4,v5,v6,vx,vy,vz
-0.0125,0.3705,0.383,-0.179,-0.198,0.3765,0.1145,0.1855,0.5365,0.1625,0.3585,0.349,0.0015,0.014,0.0475
0.0115,0.369,0.357,-0.1905,-0.1725,0.3625,0.1155,0.183,0.5405,0.168,0.36,0.349,0.009,0.0135,0.0425
0.025,0.3665,0.3415,-0.196,-0.158,0.3535,0.124,0.1935,0.5555,0.181,0.37,0.356,0.018,0.009,0.0345
0.0325,0.366,0.333,-0.1995,-0.15,0.3495,0.142,0.2195,0.5805,0.2025,0.387,0.3695,0.0325,-0.011,0.0285
0.042,0.3595,0.317,-0.201,-0.1375,0.338,0.1515,0.2355,0.597,0.219,0.3995,0.378,0.0445,-0.024,0.025
0.0205,0.3475,0.327,-0.184,-0.153,0.337,0.166,0.247,0.6085,0.2295,0.4095,0.382,0.0425,-0.0295,0.014
0.024,0.348,0.324,-0.186,-0.1495,0.3355,0.1715,0.2545,0.619,0.2385,0.4145,0.384,0.048,-0.032,0.0075
0.02,0.341,0.321,-0.1805,-0.15,0.3305,0.173,0.259,0.6265,0.2455,0.419,0.386,0.0575,-0.0335,0.007
0.0255,0.341,0.3155,-0.183,-0.145,0.328,0.176,0.261,0.628,0.2465,0.4185,0.382,0.061,-0.031,0.003
0.0255,0.347,0.3215,-0.186,-0.148,0.334,0.1815,0.2715,0.639,0.2575,0.428,0.3875,0.0665,-0.0245,-0.0015
0.0475,0.3525,0.305,-0.2,-0.1285,0.3285,0.1785,0.275,0.643,0.2605,0.4325,0.386,0.076,-0.028,-0.0025
0.0825,0.358,0.275,-0.22,-0.096,0.3165,0.1675,0.2665,0.6365,0.2515,0.424,0.3755,0.0805,-0.0305,-0.0045
0.067,0.3595,0.2925,-0.2135,-0.1125,0.326,0.171,0.2745,0.647,0.2595,0.43,0.3785,0.0805,-0.0275,-0.0065
0.0735,0.367,0.2935,-0.2205,-0.1095,0.33,0.173,0.278,0.651,0.262,0.4275,0.3765,0.08,-0.0205,-0.007
0.0705,0.37,0.2995,-0.2205,-0.1145,0.335,0.1705,0.277,0.6495,0.2615,0.426,0.375,0.079,-0.0245,-0.0055
0.0725,0.371,0.298,-0.222,-0.1125,0.3345,0.169,0.279,0.6485,0.261,0.4275,0.373,0.0775,-0.0195,-0.0055
0.07,0.3655,0.295,-0.218,-0.112,0.33,0.168,0.2755,0.6455,0.259,0.4245,0.3725,0.076,-0.019,-0.0065
0.0475,0.359,0.3115,-0.203,-0.132,0.335,0.1785,0.279,0.6505,0.2625,0.429,0.375,0.074,-0.021,-0.006
0.0545,0.36,0.3055,-0.207,-0.125,0.3325,0.177,0.282,0.6545,0.265,0.432,0.376,0.0735,-0.028,-0.006
0.0625,0.3565,0.294,-0.2095,-0.1155,0.325,0.171,0.28,0.653,0.266,0.4305,0.3795,0.081,-0.041,-0.0005
0.055,0.348,0.293,-0.2015,-0.119,0.3205,0.179,0.2915,0.661,0.273,0.436,0.385,0.0835,-0.035,-0.0045
0.0525,0.338,0.285,-0.1955,-0.116,0.311,0.1815,0.2955,0.6655,0.2755,0.4395,0.39,0.0805,-0.0445,-0.0075
0.064,0.3355,0.2715,-0.1995,-0.1035,0.3035,0.1875,0.293,0.6645,0.275,0.438,0.391,0.083,-0.047,-0.006
0.062,0.334,0.272,-0.198,-0.1045,0.3025,0.192,0.297,0.669,0.282,0.446,0.3975,0.086,-0.0465,-0.009
0.0555,0.327,0.2715,-0.191,-0.108,0.2985,0.1925,0.2975,0.6725,0.29,0.454,0.4055,0.091,-0.0475,-0.0105
0.058,0.33,0.272,-0.194,-0.107,0.301,0.196,0.3035,0.679,0.296,0.4615,0.4125,0.0985,-0.0435,-0.013
0.056,0.3335,0.2775,-0.1945,-0.1105,0.305,0.1945,0.303,0.678,0.295,0.4645,0.4155,0.1005,-0.0495,-0.013
0.0595,0.3345,0.2745,-0.197,-0.107,0.304,0.1955,0.303,0.679,0.296,0.465,0.4175,0.103,-0.0455,-0.0135
0.0585,0.3385,0.28,-0.1985,-0.1105,0.309,0.191,0.301,0.679,0.2935,0.466,0.418,0.1005,-0.0505,-0.013
0.0545,0.3435,0.289,-0.199,-0.117,0.3165,0.188,0.298,0.678,0.2915,0.4665,0.418,0.098,-0.0355,-0.0155
0.048,0.3465,0.2985,-0.197,-0.125,0.3225,0.1885,0.2995,0.679,0.2915,0.464,0.4145,0.0975,-0.026,-0.0185
0.049,0.3465,0.2975,-0.1975,-0.124,0.322,0.1815,0.2925,0.67,0.283,0.457,0.4085,0.0985,-0.0375,-0.0135
0.0645,0.357,0.2925,-0.211,-0.114,0.3245,0.1815,0.295,0.6725,0.2825,0.458,0.4115,0.096,-0.0305,-0.013
0.066,0.358,0.292,-0.212,-0.113,0.3245,0.188,0.299,0.6765,0.2835,0.4555,0.407,0.0865,-0.0335,-0.0145
0.0595,0.3535,0.294,-0.2065,-0.117,0.3235,0.1885,0.2985,0.675,0.2815,0.449,0.402,0.092,-0.036,-0.012
0.0595,0.363,0.3035,-0.211,-0.1215,0.333,0.181,0.2955,0.673,0.279,0.446,0.4005,0.0925,-0.026,-0.0105
0.0505,0.3535,0.3025,-0.202,-0.126,0.328,0.1845,0.299,0.675,0.2825,0.4475,0.3985,0.0865,-0.0235,-0.014
0.039,0.3375,0.2985,-0.188,-0.1295,0.3175,0.188,0.3035,0.679,0.2865,0.449,0.3985,0.085,-0.0415,-0.0145
0.034,0.344,0.3105,-0.189,-0.1375,0.327,0.1905,0.3075,0.6845,0.293,0.4575,0.402,0.0835,-0.0395,-0.0165
0.033,0.3435,0.3105,-0.188,-0.1385,0.327,0.193,0.31,0.6885,0.299,0.4625,0.406,0.0905,-0.0355,-0.0175
0.026,0.3365,0.3105,-0.181,-0.142,0.323,0.198,0.31,0.69,0.3005,0.465,0.409,0.0915,-0.0445,-0.018
0.0425,0.336,0.2935,-0.189,-0.1255,0.3145,0.199,0.3115,0.691,0.302,0.467,0.4105,0.092,-0.0425,-0.0205
0.0825,0.3355,0.253,-0.209,-0.085,0.294,0.187,0.304,0.684,0.2965,0.459,0.403,0.0975,-0.0425,-0.019
0.07,0.3355,0.2655,-0.203,-0.0975,0.3,0.1945,0.3055,0.6875,0.303,0.465,0.4065,0.099,-0.041,-0.0225
0.0625,0.3385,0.276,-0.2005,-0.1065,0.307,0.1935,0.307,0.6905,0.3075,0.472,0.414,0.102,-0.0495,-0.021
0.0645,0.34,0.2755,-0.2025,-0.105,0.3075,0.195,0.3135,0.6955,0.312,0.4775,0.4185,0.104,-0.059,-0.0215
0.048,0.335,0.287,-0.1915,-0.1195,0.311,0.208,0.323,0.706,0.3215,0.4865,0.427,0.102,-0.0605,-0.0255
0.043,0.3315,0.2885,-0.1875,-0.1225,0.31,0.207,0.3195,0.702,0.32,0.4855,0.427,0.1,-0.051,-0.0255
0.0495,0.334,0.284,-0.1915,-0.117,0.3085,0.1965,0.3105,0.695,0.3155,0.4825,0.4215,0.101,-0.05,-0.0285
0.058,0.337,0.279,-0.1975,-0.11,0.3075,0.189,0.305,0.6925,0.311,0.479,0.416,0.1035,-0.051,-0.029
0.0675,0.3485,0.2805,-0.208,-0.106,0.3145,0.187,0.304,0.691,0.3065,0.472,0.409,0.1025,-0.0435,-0.029
0.0855,0.359,0.2735,-0.222,-0.094,0.316,0.1835,0.303,0.691,0.305,0.471,0.411,0.108,-0.0445,-0.029
0.0635,0.351,0.287,-0.2075,-0.1115,0.3185,0.19,0.3115,0.696,0.3095,0.4765,0.414,0.1105,-0.038,-0.029
0.054,0.354,0.3,-0.204,-0.123,0.327,0.192,0.3145,0.6965,0.3095,0.473,0.41,0.1085,-0.033,-0.0265
0.066,0.3645,0.2985,-0.215,-0.1165,0.3315,0.19,0.3115,0.695,0.3065,0.47,0.409,0.112,-0.0345,-0.024
0.0605,0.365,0.3045,-0.2125,-0.122,0.3345,0.1915,0.3115,0.693,0.3025,0.464,0.4035,0.1105,-0.027,-0.026
0.057,0.362,0.305,-0.2095,-0.1235,0.333,0.1905,0.3065,0.691,0.297,0.456,0.394,0.106,-0.0245,-0.025
0.056,0.3585,0.3025,-0.207,-0.123,0.33,0.191,0.3105,0.6935,0.3,0.457,0.393,0.105,-0.035,-0.0245
0.055,0.3575,0.3025,-0.206,-0.1235,0.3295,0.1925,0.312,0.692,0.3005,0.4545,0.391,0.1015,-0.0305,-0.0265
0.0485,0.3595,0.3105,-0.204,-0.1305,0.335,0.196,0.3165,0.699,0.3065,0.459,0.3925,0.097,-0.0145,-0.031
0.047,0.352,0.305,-0.1995,-0.1285,0.328,0.1955,0.321,0.703,0.3115,0.461,0.392,0.096,-0.0205,-0.0305
0.038,0.344,0.306,-0.191,-0.1335,0.3245,0.201,0.321,0.702,0.3115,0.4575,0.3875,0.09,-0.029,-0.028
0.0355,0.3435,0.308,-0.1895,-0.136,0.3255,0.205,0.3255,0.705,0.313,0.4585,0.3875,0.086,-0.033,-0.0285
0.0385,0.336,0.2975,-0.187,-0.1295,0.3165,0.201,0.3245,0.7045,0.3125,0.4575,0.387,0.09,-0.048,-0.028
0.0285,0.335,0.3065,-0.1815,-0.1385,0.32,0.208,0.335,0.7165,0.3255,0.4705,0.3965,0.0935,-0.0545,-0.0305
0.0225,0.3305,0.3075,-0.1765,-0.142,0.319,0.211,0.3435,0.7235,0.3325,0.4795,0.4035,0.0965,-0.045,-0.032
0.0235,0.3275,0.304,-0.1755,-0.14,0.3155,0.2105,0.339,0.723,0.3315,0.4795,0.406,0.1,-0.04,-0.0345
0.045,0.3305,0.285,-0.188,-0.12,0.3075,0.205,0.3335,0.7165,0.3265,0.4755,0.403,0.1015,-0.0385,-0.0365
0.0735,0.327,0.2535,-0.2005,-0.0895,0.29,0.191,0.3215,0.705,0.316,0.467,0.3955,0.1025,-0.0445,-0.0375
0.067,0.3255,0.2585,-0.1965,-0.0955,0.292,0.1985,0.33,0.714,0.3235,0.476,0.405,0.106,-0.059,-0.0385
0.06,0.3355,0.2755,-0.1975,-0.1075,0.305,0.2045,0.335,0.7165,0.326,0.481,0.411,0.107,-0.046,-0.04
0.0655,0.3425,0.2775,-0.204,-0.106,0.31,0.203,0.3315,0.7155,0.325,0.48,0.4115,0.108,-0.037,-0.039
0.0595,0.3375,0.278,-0.1985,-0.1095,0.3075,0.206,0.337,0.72,0.328,0.483,0.415,0.109,-0.0455,-0.04
0.06,0.3395,0.28,-0.1995,-0.11,0.309,0.204,0.336,0.719,0.3235,0.478,0.412,0.108,-0.0395,-0.042
0.058,0.341,0.2835,-0.1995,-0.113,0.312,0.205,0.3355,0.719,0.322,0.4765,0.413,0.1075,-0.0375,-0.0425
0.064,0.347,0.2835,-0.2055,-0.1095,0.315,0.202,0.339,0.7195,0.3255,0.4795,0.4165,0.1115,-0.0365,-0.0445
0.0575,0.346,0.288,-0.2015,-0.115,0.3165,0.199,0.3395,0.721,0.3285,0.4785,0.416,0.114,-0.029,-0.0435
0.0485,0.3385,0.2895,-0.1935,-0.12,0.314,0.2035,0.3415,0.724,0.33,0.478,0.414,0.1115,-0.0305,-0.048
0.072,0.3515,0.28,-0.212,-0.1035,0.3155,0.2065,0.349,0.73,0.3345,0.4835,0.4175,0.115,-0.0375,-0.0485
0.075,0.357,0.282,-0.216,-0.103,0.319,0.2055,0.3475,0.727,0.3355,0.485,0.4175,0.1145,-0.043,-0.045
0.051,0.3435,0.2925,-0.1975,-0.1205,0.318,0.2125,0.352,0.7315,0.3395,0.486,0.417,0.111,-0.0475,-0.045
0.046,0.3315,0.2855,-0.189,-0.1195,0.308,0.2145,0.3505,0.7295,0.337,0.4825,0.41,0.104,-0.0535,-0.043
0.0555,0.333,0.2775,-0.194,-0.111,0.305,0.219,0.3525,0.7325,0.34,0.485,0.407,0.0975,-0.0495,-0.0485
0.035,0.3255,0.2905,-0.18,-0.1275,0.3075,0.2295,0.364,0.7405,0.345,0.4885,0.4115,0.096,-0.0465,-0.0515
0.036,0.315,0.279,-0.1755,-0.121,0.297,0.223,0.3595,0.732,0.3375,0.4825,0.404,0.097,-0.056,-0.044
0.05,0.3215,0.272,-0.186,-0.1105,0.2965,0.2255,0.362,0.736,0.339,0.482,0.402,0.0965,-0.051,-0.046
0.0345,0.326,0.2915,-0.18,-0.128,0.3085,0.23,0.37,0.7435,0.3475,0.4875,0.406,0.095,-0.057,-0.0495
0.017,0.333,0.316,-0.175,-0.1495,0.324,0.2335,0.381,0.7555,0.359,0.498,0.413,0.097,-0.057,-0.051
0.0155,0.3375,0.3225,-0.1765,-0.1535,0.33,0.236,0.3835,0.757,0.3575,0.4935,0.407,0.095,-0.041,-0.059
0.0255,0.3375,0.3125,-0.1815,-0.143,0.325,0.232,0.386,0.7605,0.3595,0.499,0.4085,0.1015,-0.0495,-0.0595
0.0435,0.35,0.3065,-0.197,-0.131,0.328,0.2275,0.3855,0.7635,0.3615,0.501,0.4105,0.1095,-0.0455,-0.0585
0.091,0.361,0.2695,-0.226,-0.089,0.315,0.213,0.3655,0.7435,0.3395,0.476,0.388,0.1045,-0.027,-0.0615
0.0815,0.3565,0.275,-0.219,-0.0965,0.3155,0.213,0.365,0.742,0.335,0.4725,0.3845,0.101,-0.021,-0.0585
0.0495,0.3515,0.3015,-0.2005,-0.1255,0.3265,0.2175,0.375,0.7515,0.3435,0.4765,0.391,0.103,-0.0225,-0.057
0.057,0.354,0.2965,-0.2055,-0.1195,0.325,0.217,0.3765,0.7525,0.343,0.478,0.394,0.107,-0.0295,-0.056
0.041,0.347,0.306,-0.194,-0.1325,0.3265,0.2225,0.3775,0.754,0.342,0.4775,0.396,0.107,-0.0355,-0.0545
0.0395,0.3375,0.298,-0.1885,-0.129,0.3175,0.231,0.388,0.7635,0.3495,0.482,0.4005,0.1045,-0.037,-0.06
0.055,0.335,0.2805,-0.195,-0.1125,0.3075,0.2405,0.395,0.769,0.356,0.4885,0.4055,0.1095,-0.048,-0.06
0.057,0.3375,0.281,-0.197,-0.1115,0.309,0.2395,0.3965,0.772,0.3575,0.488,0.406,0.114,-0.056,-0.06
0.0455,0.337,0.2915,-0.1915,-0.1225,0.314,0.2445,0.401,0.776,0.3625,0.492,0.4095,0.1135,-0.0425,-0.0635
0.053,0.329,0.276,-0.191,-0.1115,0.302,0.2415,0.3985,0.772,0.361,0.491,0.406,0.118,-0.041,-0.0625
0.069,0.327,0.258,-0.198,-0.0945,0.292,0.235,0.396,0.7715,0.3595,0.49,0.4065,0.1235,-0.0545,-0.06
0.059,0.3245,0.266,-0.1915,-0.1035,0.295,0.246,0.403,0.7765,0.3635,0.4895,0.4075,0.119,-0.051,-0.0625
0.048,0.321,0.273,-0.1845,-0.112,0.2965,0.2525,0.411,0.7815,0.365,0.488,0.404,0.1115,-0.0495,-0.066
0.051,0.3235,0.2725,-0.1875,-0.1105,0.2975,0.254,0.4115,0.7835,0.3655,0.4895,0.406,0.109,-0.054,-0.0675
0.044,0.3185,0.274,-0.1815,-0.1145,0.296,0.262,0.419,0.789,0.3705,0.4915,0.41,0.1065,-0.0515,-0.0715
0.0325,0.31,0.2775,-0.1715,-0.1225,0.294,0.266,0.4215,0.793,0.371,0.4905,0.409,0.101,-0.0605,-0.0715
