i,ii,iii,avr,avl,avf,v1,v2,v3,v4,v5,v6,vx,vy,vz
-1.2875,-1.923,-0.6355,1.605,-0.3265,-1.279,-0.687,-0.385,-0.1985,-0.5265,-0.1755,-0.0225,-0.9205,-0.4975,-0.338
-1.287,-1.9225,-0.635,1.6045,-0.3265,-1.2785,-0.6865,-0.3925,-0.203,-0.5295,-0.1785,-0.0175,-0.918,-0.4915,-0.3335
-1.2945,-1.9155,-0.6205,1.605,-0.3375,-1.268,-0.684,-0.3885,-0.198,-0.5225,-0.1695,-0.01,-0.9175,-0.474,-0.3295
-1.295,-1.9095,-0.6145,1.602,-0.3405,-1.262,-0.686,-0.381,-0.191,-0.5155,-0.1635,-0.004,-0.917,-0.4635,-0.325
-1.2895,-1.912,-0.6225,1.6005,-0.3335,-1.267,-0.699,-0.3745,-0.1875,-0.5125,-0.161,-0.003,-0.9155,-0.459,-0.316
-1.289,-1.916,-0.627,1.6025,-0.3315,-1.2715,-0.704,-0.354,-0.1835,-0.512,-0.1615,-0.0015,-0.912,-0.467,-0.3215
-1.2895,-1.915,-0.6255,1.602,-0.332,-1.27,-0.7055,-0.339,-0.181,-0.5095,-0.1595,-0.0005,-0.907,-0.4685,-0.318
-1.282,-1.9025,-0.6205,1.592,-0.331,-1.2615,-0.706,-0.32,-0.1765,-0.5055,-0.158,-0.0005,-0.904,-0.4665,-0.3225
-1.279,-1.902,-0.6235,1.5905,-0.328,-1.263,-0.7075,-0.308,-0.169,-0.5005,-0.1515,0.0055,-0.898,-0.4665,-0.3215
-1.278,-1.904,-0.626,1.5905,-0.326,-1.265,-0.711,-0.306,-0.17,-0.502,-0.1505,0.008,-0.895,-0.4695,-0.32
-1.273,-1.9,-0.627,1.5865,-0.323,-1.2635,-0.704,-0.3055,-0.1705,-0.5055,-0.158,0.002,-0.9015,-0.4715,-0.326
-1.277,-1.902,-0.625,1.589,-0.326,-1.2635,-0.7035,-0.31,-0.1685,-0.5055,-0.1575,0.0015,-0.8995,-0.4635,-0.312
-1.2795,-1.911,-0.6315,1.595,-0.324,-1.271,-0.7035,-0.309,-0.1805,-0.5135,-0.1585,0.0015,-0.8965,-0.4795,-0.331
-1.28,-1.9085,-0.6285,1.594,-0.326,-1.2685,-0.6995,-0.313,-0.1725,-0.5085,-0.152,0.0055,-0.8965,-0.4585,-0.295
-1.2825,-1.906,-0.6235,1.594,-0.33,-1.2645,-0.6995,-0.3195,-0.1675,-0.5055,-0.151,0.0055,-0.896,-0.489,-0.3565
-1.2825,-1.9085,-0.6265,1.595,-0.3285,-1.2675,-0.6985,-0.3195,-0.173,-0.5085,-0.1545,0.0025,-0.896,-0.4495,-0.2605
-1.2855,-1.897,-0.6115,1.591,-0.3375,-1.254,-0.6915,-0.315,-0.1675,-0.504,-0.15,0.005,-0.896,-0.5485,-0.4985
-1.2885,-1.894,-0.606,1.591,-0.3415,-1.25,-0.6925,-0.3175,-0.1705,-0.507,-0.1505,0.0035,-0.8985,-0.7605,-0.9595
-1.288,-1.8955,-0.6075,1.5915,-0.3405,-1.2515,-0.7015,-0.3225,-0.1735,-0.51,-0.1535,0.0005,-0.9015,-0.76,-0.9605
-1.2895,-1.896,-0.6065,1.5925,-0.342,-1.251,-0.7015,-0.3245,-0.1755,-0.514,-0.1565,-0.0005,-0.9015,-0.7245,-0.886
-1.2925,-1.8905,-0.598,1.5915,-0.3475,-1.2445,-0.698,-0.3245,-0.172,-0.5115,-0.1535,0.0035,-0.9005,-0.7035,-0.8455
-1.287,-1.8855,-0.5985,1.586,-0.3445,-1.242,-0.694,-0.3215,-0.1685,-0.507,-0.149,0.0075,-0.8985,-0.784,-1.022
-1.276,-1.8905,-0.6145,1.583,-0.331,-1.2525,-0.689,-0.318,-0.165,-0.503,-0.1465,0.01,-0.895,-0.6205,-0.668
-1.272,-1.8945,-0.6225,1.583,-0.325,-1.258,-0.69,-0.3195,-0.1635,-0.5005,-0.146,0.0095,-0.8955,-0.438,-0.271
-1.2805,-1.9005,-0.62,1.59,-0.3305,-1.2605,-0.69,-0.324,-0.1655,-0.5055,-0.149,0.007,-0.8985,-0.4785,-0.3515
-1.2785,-1.8915,-0.613,1.585,-0.3335,-1.252,-0.689,-0.3175,-0.1565,-0.4975,-0.1425,0.013,-0.893,-0.4575,-0.3075
-1.2775,-1.887,-0.6095,1.5815,-0.3345,-1.248,-0.691,-0.314,-0.154,-0.4975,-0.1435,0.013,-0.8885,-0.4695,-0.338
-1.2755,-1.889,-0.6135,1.582,-0.3315,-1.251,-0.689,-0.317,-0.156,-0.503,-0.149,0.011,-0.889,-0.46,-0.33
-1.262,-1.8825,-0.6205,1.572,-0.321,-1.2515,-0.686,-0.3155,-0.1575,-0.502,-0.147,0.015,-0.886,-0.4625,-0.3355
-1.2795,-1.888,-0.6085,1.5835,-0.3355,-1.248,-0.6855,-0.32,-0.1655,-0.51,-0.154,0.0085,-0.892,-0.476,-0.3565
-1.2875,-1.8825,-0.595,1.5845,-0.3465,-1.2385,-0.686,-0.322,-0.1705,-0.514,-0.158,0.0055,-0.8965,-0.4555,-0.329
-1.2735,-1.879,-0.6055,1.576,-0.334,-1.2425,-0.686,-0.3205,-0.176,-0.5215,-0.1615,0.0055,-0.897,-0.4785,-0.3775
-1.2785,-1.8915,-0.613,1.5845,-0.333,-1.252,-0.6865,-0.3265,-0.181,-0.532,-0.172,-0.002,-0.903,-0.4395,-0.2695
-1.281,-1.8905,-0.6095,1.585,-0.336,-1.25,-0.684,-0.3255,-0.182,-0.535,-0.1775,-0.002,-0.904,-0.567,-0.5495
-1.277,-1.888,-0.611,1.582,-0.333,-1.2495,-0.676,-0.3205,-0.1815,-0.531,-0.1725,-0.001,-0.9045,-0.769,-0.9925
-1.261,-1.8885,-0.6275,1.5745,-0.317,-1.258,-0.6775,-0.323,-0.1825,-0.534,-0.1745,-0.0045,-0.9055,-0.742,-0.934
-1.2505,-1.8835,-0.633,1.5665,-0.309,-1.258,-0.68,-0.3265,-0.185,-0.537,-0.1805,-0.0045,-0.905,-0.7485,-0.962
-1.2615,-1.888,-0.6265,1.5745,-0.3175,-1.2575,-0.6745,-0.33,-0.191,-0.541,-0.182,-0.0065,-0.91,-0.752,-0.952
-1.2645,-1.8895,-0.6255,1.5765,-0.3195,-1.2575,-0.6715,-0.336,-0.196,-0.548,-0.1865,-0.007,-0.9125,-0.7555,-0.9525
-1.2695,-1.8875,-0.6175,1.5785,-0.3265,-1.2525,-0.673,-0.3425,-0.1905,-0.54,-0.1825,-0.001,-0.909,-0.746,-0.9615
-1.278,-1.8895,-0.6115,1.5835,-0.3335,-1.2505,-0.673,-0.348,-0.1895,-0.5375,-0.177,-0.0005,-0.908,-0.7405,-0.9535
-1.271,-1.88,-0.6085,1.575,-0.3315,-1.2445,-0.669,-0.3485,-0.1905,-0.5385,-0.176,-0.001,-0.907,-0.751,-0.982
-1.2665,-1.8765,-0.6105,1.571,-0.3285,-1.2435,-0.665,-0.3495,-0.1885,-0.536,-0.176,0.003,-0.9045,-0.732,-0.94
-1.2645,-1.877,-0.6125,1.5705,-0.326,-1.245,-0.663,-0.3575,-0.195,-0.5365,-0.1735,0.009,-0.901,-0.7705,-1.0185
-1.2635,-1.8735,-0.61,1.568,-0.327,-1.2415,-0.672,-0.3725,-0.2045,-0.542,-0.174,0.008,-0.902,-0.5815,-0.615
-1.2595,-1.869,-0.6095,1.564,-0.3255,-1.2395,-0.681,-0.3785,-0.2065,-0.5405,-0.1725,0.008,-0.901,-0.418,-0.2815
-1.245,-1.8555,-0.6105,1.55,-0.3175,-1.233,-0.6975,-0.385,-0.212,-0.5415,-0.172,0.008,-0.898,-0.447,-0.361
-1.2565,-1.8535,-0.5965,1.5545,-0.33,-1.225,-0.693,-0.3975,-0.219,-0.5465,-0.18,0.0015,-0.908,-0.4315,-0.3235
-1.2615,-1.8575,-0.596,1.559,-0.333,-1.2265,-0.6875,-0.395,-0.215,-0.5425,-0.177,0.004,-0.906,-0.445,-0.344
-1.261,-1.852,-0.591,1.556,-0.3355,-1.2215,-0.6985,-0.374,-0.202,-0.5305,-0.166,0.013,-0.8965,-0.438,-0.333
-1.278,-1.8525,-0.5745,1.565,-0.352,-1.2135,-0.701,-0.356,-0.1925,-0.524,-0.1625,0.017,-0.897,-0.439,-0.3425
-1.279,-1.8575,-0.5785,1.568,-0.35,-1.218,-0.71,-0.356,-0.194,-0.53,-0.1695,0.011,-0.8985,-0.4405,-0.337
-1.276,-1.859,-0.5835,1.5675,-0.3465,-1.221,-0.7125,-0.3515,-0.1875,-0.5275,-0.1695,0.0085,-0.899,-0.4405,-0.3375
-1.28,-1.8565,-0.5765,1.568,-0.352,-1.2165,-0.7165,-0.349,-0.1855,-0.5305,-0.171,0.0065,-0.902,-0.4405,-0.3365
-1.284,-1.8555,-0.5715,1.5695,-0.3565,-1.2135,-0.7215,-0.354,-0.193,-0.541,-0.1785,0.002,-0.9065,-0.4355,-0.3375
-1.2815,-1.859,-0.5775,1.57,-0.352,-1.2185,-0.7225,-0.3505,-0.1945,-0.541,-0.1785,0.0035,-0.905,-0.431,-0.3295
-1.2865,-1.8605,-0.574,1.573,-0.3565,-1.217,-0.717,-0.3435,-0.194,-0.539,-0.1755,0.004,-0.9055,-0.437,-0.3315
-1.29,-1.8615,-0.572,1.5755,-0.3595,-1.217,-0.711,-0.3375,-0.1925,-0.5375,-0.172,0.008,-0.9045,-0.436,-0.3195
-1.291,-1.8585,-0.5675,1.5745,-0.362,-1.213,-0.718,-0.339,-0.1935,-0.539,-0.173,0.008,-0.9055,-0.442,-0.33
-1.2895,-1.854,-0.5645,1.5715,-0.363,-1.209,-0.722,-0.343,-0.197,-0.543,-0.1755,0.005,-0.908,-0.43,-0.322
-1.2865,-1.8635,-0.577,1.575,-0.355,-1.2205,-0.7175,-0.3425,-0.1965,-0.5415,-0.1705,0.011,-0.9075,-0.441,-0.324
-1.292,-1.88,-0.588,1.586,-0.3525,-1.234,-0.714,-0.3335,-0.1925,-0.537,-0.1635,0.018,-0.9085,-0.676,-0.8145
-1.289,-1.8865,-0.597,1.5875,-0.346,-1.242,-0.7215,-0.324,-0.196,-0.54,-0.165,0.0165,-0.9085,-0.775,-1.0185
-1.2865,-1.8845,-0.598,1.5855,-0.3445,-1.2415,-0.7205,-0.325,-0.2025,-0.545,-0.1675,0.012,-0.9105,-0.581,-0.5985
-1.288,-1.878,-0.5895,1.583,-0.3495,-1.234,-0.718,-0.335,-0.2035,-0.5475,-0.1695,0.014,-0.9085,-0.403,-0.235
-1.2815,-1.866,-0.5845,1.5735,-0.349,-1.225,-0.727,-0.3455,-0.21,-0.5535,-0.174,0.0135,-0.907,-0.506,-0.456
-1.282,-1.8615,-0.5795,1.5715,-0.3515,-1.2205,-0.7295,-0.349,-0.2185,-0.5585,-0.18,0.007,-0.9085,-0.7215,-0.924
-1.2855,-1.858,-0.5725,1.571,-0.357,-1.215,-0.7275,-0.3545,-0.2265,-0.564,-0.186,0.0005,-0.9105,-0.7265,-0.9425
-1.272,-1.8505,-0.579,1.561,-0.347,-1.2145,-0.715,-0.356,-0.228,-0.5615,-0.1835,0.0015,-0.9085,-0.7185,-0.931
-1.264,-1.853,-0.5895,1.558,-0.3375,-1.221,-0.7125,-0.351,-0.224,-0.5555,-0.18,0.003,-0.9065,-0.735,-0.963
-1.273,-1.856,-0.583,1.564,-0.3455,-1.2195,-0.718,-0.3505,-0.223,-0.555,-0.178,0.0025,-0.908,-0.719,-0.9305
-1.268,-1.8445,-0.576,1.556,-0.346,-1.2105,-0.72,-0.344,-0.217,-0.552,-0.1755,0.009,-0.901,-0.718,-0.939
-1.2655,-1.8375,-0.572,1.551,-0.347,-1.2045,-0.721,-0.336,-0.219,-0.556,-0.1765,0.0085,-0.8985,-0.7135,-0.92
