i,ii,iii,avr,avl,avf,v1,v2,v3,v4,v5,v6,vx,vy,vz
-0.1675,0.2465,0.4135,-0.0395,-0.29,0.33,0.256,0.3205,0.303,0.006,0.079,-0.1255,0.0655,0.2245,-0.1555
-0.1685,0.245,0.4135,-0.038,-0.2905,0.329,0.256,0.3175,0.301,0.004,0.078,-0.1265,0.0625,0.2225,-0.155
-0.171,0.2445,0.4155,-0.0365,-0.293,0.33,0.26,0.3195,0.3005,0.0035,0.0775,-0.1275,0.061,0.222,-0.1555
-0.1705,0.246,0.4165,-0.0375,-0.293,0.331,0.2575,0.3175,0.298,0.0025,0.0765,-0.1275,0.06,0.2255,-0.154
-0.17,0.247,0.4175,-0.0385,-0.293,0.332,0.2575,0.3165,0.2975,-0.001,0.0765,-0.1285,0.059,0.229,-0.154
-0.1695,0.2485,0.4185,-0.0395,-0.2935,0.3335,0.255,0.3155,0.2975,0.0,0.0785,-0.127,0.0595,0.226,-0.1545
-0.168,0.247,0.415,-0.0395,-0.291,0.331,0.2555,0.313,0.2955,0.0,0.0805,-0.1255,0.064,0.2205,-0.1525
-0.1695,0.244,0.4135,-0.0375,-0.2905,0.3285,0.2605,0.3155,0.295,-0.0005,0.081,-0.125,0.066,0.2195,-0.152
-0.1755,0.2415,0.4165,-0.033,-0.2955,0.329,0.2545,0.312,0.292,-0.002,0.08,-0.126,0.064,0.2195,-0.1525
-0.18,0.2385,0.4185,-0.029,-0.299,0.3285,0.255,0.312,0.292,-0.005,0.08,-0.128,0.0615,0.2235,-0.1515
-0.176,0.239,0.4145,-0.0315,-0.2945,0.327,0.2585,0.3155,0.295,-0.004,0.0775,-0.127,0.061,0.221,-0.15
-0.175,0.237,0.412,-0.0315,-0.293,0.3245,0.2555,0.3135,0.2925,-0.0055,0.0745,-0.127,0.061,0.217,-0.153
-0.173,0.238,0.411,-0.0325,-0.291,0.3245,0.2515,0.309,0.2895,-0.009,0.0735,-0.1285,0.061,0.218,-0.1515
-0.1675,0.243,0.411,-0.0375,-0.2885,0.327,0.2535,0.315,0.2905,-0.008,0.0725,-0.129,0.0605,0.22,-0.149
-0.1715,0.24,0.4115,-0.0345,-0.2905,0.3255,0.257,0.3155,0.2905,-0.007,0.0715,-0.13,0.0595,0.2185,-0.149
-0.179,0.2355,0.414,-0.0285,-0.296,0.325,0.2565,0.312,0.289,-0.0095,0.071,-0.131,0.056,0.214,-0.149
-0.181,0.233,0.4135,-0.026,-0.297,0.3235,0.2575,0.3125,0.2865,-0.0115,0.0705,-0.1335,0.0545,0.215,-0.15
-0.175,0.238,0.4125,-0.0315,-0.293,0.325,0.2525,0.3095,0.2845,-0.013,0.0695,-0.1325,0.0565,0.2155,-0.149
-0.1665,0.2435,0.41,-0.0385,-0.2875,0.3265,0.2535,0.31,0.2845,-0.0145,0.071,-0.1305,0.057,0.215,-0.1505
-0.169,0.24,0.409,-0.0355,-0.2885,0.3245,0.2545,0.302,0.281,-0.016,0.07,-0.1335,0.056,0.2145,-0.1505
-0.1775,0.241,0.418,-0.032,-0.297,0.3295,0.258,0.3085,0.2825,-0.0135,0.0725,-0.131,0.0535,0.219,-0.1525
-0.183,0.237,0.4195,-0.027,-0.301,0.328,0.263,0.315,0.285,-0.0095,0.0755,-0.13,0.053,0.2225,-0.155
-0.1805,0.2335,0.4145,-0.0265,-0.297,0.324,0.254,0.3085,0.283,-0.011,0.0745,-0.131,0.0555,0.222,-0.152
-0.1755,0.2375,0.413,-0.031,-0.2935,0.3255,0.2545,0.3095,0.282,-0.013,0.0745,-0.1305,0.056,0.2255,-0.1525
-0.1815,0.233,0.4145,-0.0255,-0.2975,0.324,0.2545,0.3055,0.2785,-0.017,0.072,-0.134,0.052,0.227,-0.152
-0.1795,0.2335,0.413,-0.027,-0.2955,0.323,0.2505,0.3,0.276,-0.0185,0.072,-0.134,0.054,0.2275,-0.1495
-0.1735,0.237,0.4105,-0.032,-0.2915,0.324,0.2545,0.301,0.279,-0.015,0.0735,-0.132,0.0565,0.2255,-0.151
-0.175,0.2325,0.407,-0.0285,-0.2905,0.3195,0.254,0.309,0.2815,-0.014,0.0745,-0.1325,0.0565,0.22,-0.1505
-0.176,0.23,0.406,-0.027,-0.2905,0.318,0.2555,0.31,0.279,-0.016,0.074,-0.1325,0.0575,0.2205,-0.149
-0.17,0.233,0.403,-0.0315,-0.286,0.318,0.2565,0.3095,0.2815,-0.0145,0.075,-0.13,0.0545,0.222,-0.151
-0.1715,0.2325,0.4035,-0.0305,-0.287,0.318,0.261,0.3085,0.2815,-0.015,0.076,-0.129,0.056,0.217,-0.1485
-0.1725,0.23,0.4025,-0.029,-0.287,0.3165,0.2595,0.3055,0.2765,-0.018,0.0755,-0.1295,0.0585,0.2105,-0.1465
-0.1735,0.2285,0.402,-0.0275,-0.2875,0.315,0.254,0.306,0.275,-0.021,0.0735,-0.129,0.0565,0.205,-0.147
-0.1795,0.229,0.409,-0.0245,-0.2935,0.319,0.2585,0.3025,0.274,-0.024,0.071,-0.129,0.055,0.204,-0.146
-0.1785,0.23,0.409,-0.0255,-0.293,0.3195,0.257,0.3025,0.273,-0.023,0.0715,-0.1295,0.055,0.2015,-0.1465
-0.183,0.227,0.4105,-0.022,-0.296,0.3185,0.259,0.304,0.2725,-0.0215,0.0705,-0.131,0.0545,0.2035,-0.1465
-0.1825,0.227,0.41,-0.022,-0.2955,0.3185,0.2595,0.3035,0.273,-0.0235,0.07,-0.1315,0.0545,0.2055,-0.1445
-0.1815,0.227,0.4085,-0.023,-0.2945,0.318,0.259,0.3035,0.2715,-0.0255,0.069,-0.1325,0.054,0.209,-0.1445
-0.1775,0.2295,0.407,-0.026,-0.2915,0.318,0.2575,0.302,0.2685,-0.026,0.07,-0.133,0.0545,0.216,-0.1435
-0.173,0.231,0.4045,-0.029,-0.288,0.318,0.2565,0.301,0.267,-0.0295,0.07,-0.132,0.058,0.2175,-0.142
-0.177,0.229,0.4065,-0.026,-0.291,0.318,0.2525,0.297,0.264,-0.0335,0.065,-0.135,0.056,0.214,-0.143
-0.178,0.23,0.408,-0.026,-0.2925,0.319,0.2525,0.295,0.262,-0.0345,0.066,-0.1365,0.0545,0.211,-0.143
-0.1775,0.2305,0.408,-0.0265,-0.2925,0.3195,0.2605,0.2965,0.2625,-0.034,0.067,-0.1345,0.0525,0.211,-0.1455
-0.177,0.229,0.4055,-0.026,-0.2905,0.3175,0.2565,0.296,0.262,-0.033,0.0645,-0.136,0.0505,0.211,-0.1455
-0.177,0.229,0.406,-0.026,-0.291,0.3175,0.257,0.2955,0.26,-0.0355,0.0635,-0.135,0.053,0.208,-0.142
-0.179,0.2275,0.407,-0.024,-0.2925,0.317,0.257,0.2925,0.2585,-0.037,0.065,-0.133,0.0535,0.208,-0.1425
-0.178,0.2265,0.4045,-0.0245,-0.2905,0.3155,0.256,0.2935,0.26,-0.034,0.066,-0.132,0.054,0.2075,-0.144
-0.1785,0.223,0.402,-0.0225,-0.2895,0.3125,0.257,0.295,0.2605,-0.034,0.067,-0.1315,0.054,0.199,-0.1425
-0.1835,0.2205,0.404,-0.0185,-0.293,0.3125,0.26,0.294,0.2595,-0.0345,0.067,-0.1325,0.0525,0.1975,-0.1425
-0.1835,0.2175,0.4015,-0.017,-0.292,0.3095,0.26,0.2935,0.258,-0.0355,0.066,-0.1325,0.052,0.193,-0.141
-0.1835,0.2145,0.398,-0.0155,-0.29,0.306,0.256,0.2905,0.2555,-0.036,0.066,-0.1325,0.052,0.1915,-0.1385
-0.182,0.218,0.4,-0.018,-0.2905,0.309,0.2605,0.29,0.255,-0.036,0.0645,-0.132,0.053,0.198,-0.1405
-0.181,0.217,0.398,-0.018,-0.289,0.3075,0.255,0.2885,0.253,-0.0385,0.061,-0.134,0.0515,0.1955,-0.1395
-0.184,0.216,0.4,-0.016,-0.2915,0.308,0.255,0.289,0.2535,-0.041,0.057,-0.138,0.049,0.199,-0.1395
-0.185,0.217,0.4025,-0.0165,-0.293,0.31,0.2605,0.292,0.253,-0.042,0.0545,-0.1395,0.0475,0.198,-0.1405
-0.179,0.2195,0.398,-0.02,-0.288,0.309,0.258,0.2915,0.251,-0.041,0.054,-0.1395,0.046,0.196,-0.1405
-0.1745,0.2195,0.394,-0.0225,-0.2835,0.3065,0.2555,0.2905,0.251,-0.0415,0.0545,-0.1415,0.0465,0.2015,-0.14
-0.1745,0.222,0.3965,-0.0235,-0.285,0.3095,0.252,0.2885,0.2475,-0.046,0.051,-0.1445,0.047,0.203,-0.138
-0.179,0.223,0.4025,-0.022,-0.29,0.3125,0.2535,0.288,0.246,-0.0485,0.0495,-0.146,0.044,0.2055,-0.139
-0.1855,0.2205,0.406,-0.0175,-0.295,0.3135,0.2565,0.288,0.2465,-0.0495,0.05,-0.1465,0.0415,0.204,-0.139
-0.185,0.2225,0.408,-0.019,-0.296,0.3155,0.2545,0.2865,0.2455,-0.048,0.0515,-0.1445,0.0425,0.2035,-0.1375
-0.1835,0.223,0.4065,-0.0195,-0.2945,0.3145,0.255,0.2845,0.244,-0.051,0.0505,-0.148,0.0415,0.206,-0.137
-0.181,0.2235,0.4045,-0.0215,-0.292,0.314,0.257,0.286,0.2435,-0.049,0.0525,-0.147,0.043,0.1995,-0.1365
-0.1805,0.225,0.406,-0.022,-0.2925,0.3155,0.2525,0.2855,0.246,-0.046,0.056,-0.144,0.044,0.201,-0.1375
-0.1755,0.227,0.4025,-0.026,-0.2885,0.3145,0.2555,0.2845,0.246,-0.0495,0.054,-0.146,0.044,0.2115,-0.138
-0.17,0.2265,0.3965,-0.0285,-0.2825,0.3115,0.2535,0.2835,0.243,-0.0495,0.054,-0.1445,0.0455,0.212,-0.135
-0.176,0.2215,0.398,-0.023,-0.2865,0.31,0.2505,0.282,0.2425,-0.048,0.056,-0.143,0.0455,0.2085,-0.133
-0.18,0.221,0.401,-0.0205,-0.29,0.311,0.255,0.2855,0.244,-0.046,0.056,-0.142,0.043,0.2095,-0.1365
-0.181,0.219,0.4,-0.019,-0.29,0.3095,0.2555,0.285,0.2415,-0.047,0.055,-0.142,0.043,0.209,-0.136
-0.185,0.216,0.4015,-0.0155,-0.293,0.309,0.258,0.2835,0.2425,-0.0485,0.055,-0.142,0.043,0.2005,-0.1365
-0.188,0.2135,0.4015,-0.0125,-0.294,0.307,0.256,0.2825,0.246,-0.049,0.055,-0.143,0.0395,0.198,-0.1385
-0.19,0.208,0.398,-0.009,-0.2935,0.303,0.2535,0.283,0.2395,-0.052,0.0555,-0.143,0.0405,0.2005,-0.136
-0.1925,0.2085,0.4015,-0.008,-0.2965,0.305,0.2525,0.283,0.236,-0.054,0.0555,-0.141,0.04,0.197,-0.1345
-0.191,0.2115,0.4025,-0.01,-0.296,0.307,0.252,0.2805,0.237,-0.054,0.0565,-0.141,0.04,0.1975,-0.135
-0.1905,0.2085,0.399,-0.009,-0.2945,0.304,0.2465,0.277,0.235,-0.0545,0.0535,-0.1405,0.042,0.1975,-0.133
-0.1915,0.208,0.3995,-0.0085,-0.295,0.3035,0.2505,0.28,0.2345,-0.054,0.052,-0.141,0.039,0.2005,-0.1345
-0.194,0.2105,0.4045,-0.008,-0.299,0.307,0.256,0.2815,0.235,-0.0555,0.052,-0.1435,0.0355,0.2095,-0.136
-0.1925,0.209,0.401,-0.008,-0.2965,0.305,0.2505,0.275,0.2315,-0.0595,0.05,-0.1435,0.037,0.209,-0.132
-0.1885,0.211,0.3995,-0.011,-0.2935,0.305,0.2515,0.276,0.2325,-0.0595,0.05,-0.142,0.039,0.2085,-0.1325
-0.1905,0.2105,0.401,-0.01,-0.295,0.3055,0.251,0.276,0.2325,-0.059,0.0485,-0.1425,0.0395,0.202,-0.134
-0.1905,0.211,0.4015,-0.01,-0.2955,0.306,0.252,0.275,0.2305,-0.0585,0.0495,-0.143,0.039,0.198,-0.1335
-0.188,0.215,0.403,-0.0135,-0.295,0.309,0.251,0.2745,0.2295,-0.0615,0.0485,-0.1435,0.0385,0.2025,-0.1315
-0.187,0.213,0.4,-0.013,-0.293,0.3065,0.2485,0.2695,0.2275,-0.0645,0.049,-0.1435,0.04,0.201,-0.1315
-0.1865,0.213,0.3995,-0.013,-0.2925,0.306,0.251,0.277,0.2295,-0.062,0.052,-0.143,0.039,0.2005,-0.132
-0.186,0.2135,0.3995,-0.0135,-0.2925,0.3065,0.2505,0.2775,0.2295,-0.063,0.052,-0.1445,0.038,0.2,-0.132
-0.187,0.213,0.4,-0.013,-0.293,0.3065,0.2485,0.2735,0.229,-0.063,0.053,-0.144,0.04,0.2025,-0.1315
-0.183,0.213,0.396,-0.015,-0.289,0.304,0.246,0.273,0.226,-0.0625,0.0515,-0.144,0.041,0.1995,-0.1315
-0.1825,0.2125,0.3945,-0.015,-0.288,0.3035,0.247,0.2715,0.2255,-0.0645,0.052,-0.1445,0.0405,0.1945,-0.1305
-0.186,0.212,0.3975,-0.013,-0.2915,0.3045,0.248,0.272,0.226,-0.0615,0.0525,-0.142,0.042,0.1965,-0.1295
-0.1905,0.2075,0.398,-0.0085,-0.294,0.3025,0.2455,0.2685,0.2215,-0.0645,0.05,-0.145,0.0395,0.2,-0.13
-0.194,0.206,0.4,-0.006,-0.2965,0.303,0.2515,0.2705,0.221,-0.066,0.049,-0.146,0.036,0.2035,-0.131
-0.1975,0.2055,0.403,-0.004,-0.2995,0.304,0.2475,0.269,0.2195,-0.0675,0.049,-0.1445,0.036,0.2035,-0.132
-0.187,0.213,0.4,-0.013,-0.293,0.3065,0.2425,0.271,0.22,-0.0685,0.0495,-0.1435,0.041,0.2085,-0.13
-0.1755,0.22,0.3955,-0.022,-0.285,0.3075,0.243,0.2675,0.223,-0.066,0.0505,-0.1415,0.0455,0.2085,-0.127
-0.171,0.223,0.394,-0.026,-0.282,0.3085,0.243,0.2655,0.224,-0.0635,0.0515,-0.1405,0.048,0.2035,-0.1245
-0.1645,0.2285,0.393,-0.032,-0.278,0.311,0.248,0.281,0.229,-0.0595,0.056,-0.136,0.0515,0.201,-0.1225
-0.1705,0.2275,0.398,-0.029,-0.2835,0.313,0.2555,0.2795,0.2285,-0.0575,0.0565,-0.136,0.0455,0.197,-0.125
-0.174,0.2305,0.4045,-0.0285,-0.2885,0.3175,0.26,0.2765,0.2295,-0.0565,0.058,-0.1345,0.0445,0.1975,-0.125
-0.165,0.233,0.398,-0.034,-0.281,0.3155,0.244,0.27,0.227,-0.061,0.057,-0.136,0.0445,0.1965,-0.1225
-0.162,0.2345,0.397,-0.036,-0.279,0.3155,0.2485,0.2725,0.225,-0.0595,0.056,-0.137,0.043,0.1965,-0.1245
-0.1655,0.2345,0.4005,-0.0345,-0.2825,0.3175,0.2525,0.28,0.228,-0.0575,0.057,-0.1355,0.0435,0.196,-0.1265
-0.1655,0.235,0.4,-0.0345,-0.2825,0.3175,0.25,0.2755,0.2285,-0.0585,0.0555,-0.1375,0.041,0.1985,-0.1285
-0.173,0.232,0.405,-0.0295,-0.2885,0.3185,0.2575,0.274,0.227,-0.059,0.0555,-0.1365,0.04,0.199,-0.128
-0.17,0.231,0.401,-0.0305,-0.285,0.316,0.2515,0.275,0.2255,-0.0615,0.0545,-0.138,0.039,0.1945,-0.1265
-0.168,0.2335,0.4015,-0.033,-0.2845,0.3175,0.25,0.2795,0.228,-0.059,0.0545,-0.136,0.04,0.197,-0.1265
-0.1745,0.229,0.404,-0.0275,-0.2885,0.3165,0.2525,0.278,0.2265,-0.0615,0.055,-0.136,0.038,0.198,-0.126
-0.1745,0.2265,0.401,-0.026,-0.2875,0.314,0.255,0.276,0.224,-0.061,0.0545,-0.1365,0.0375,0.1965,-0.1255
-0.1745,0.227,0.4015,-0.026,-0.2875,0.314,0.2525,0.274,0.2245,-0.06,0.054,-0.1365,0.0355,0.199,-0.1255
-0.1725,0.227,0.399,-0.0275,-0.285,0.313,0.2505,0.2725,0.226,-0.061,0.053,-0.139,0.033,0.198,-0.126
-0.1715,0.2275,0.399,-0.0285,-0.2845,0.3135,0.2515,0.2745,0.2265,-0.0605,0.0535,-0.14,0.036,0.192,-0.1245
-0.1615,0.2325,0.394,-0.0355,-0.2775,0.3135,0.2495,0.273,0.2275,-0.06,0.055,-0.138,0.0375,0.196,-0.1225
-0.1595,0.2315,0.3915,-0.036,-0.275,0.3115,0.2495,0.2705,0.226,-0.06,0.056,-0.137,0.0375,0.193,-0.1225
-0.1645,0.2295,0.394,-0.0325,-0.279,0.312,0.25,0.271,0.223,-0.062,0.0535,-0.1405,0.034,0.1925,-0.1235
-0.161,0.2345,0.3955,-0.0365,-0.278,0.315,0.252,0.2755,0.2255,-0.0605,0.0525,-0.141,0.036,0.1965,-0.123
-0.161,0.2345,0.3955,-0.037,-0.278,0.315,0.254,0.2775,0.2275,-0.059,0.0535,-0.1395,0.035,0.1915,-0.1235
-0.1645,0.232,0.3965,-0.0335,-0.28,0.314,0.252,0.272,0.225,-0.0615,0.05,-0.141,0.0315,0.1935,-0.1235
-0.1675,0.233,0.4005,-0.0325,-0.284,0.317,0.254,0.274,0.2245,-0.0625,0.048,-0.1435,0.0305,0.2,-0.1225
-0.169,0.2315,0.401,-0.0315,-0.2845,0.3165,0.2515,0.2725,0.2235,-0.0655,0.0425,-0.147,0.0285,0.197,-0.1215
-0.1705,0.231,0.4015,-0.03,-0.2855,0.316,0.2495,0.2695,0.2225,-0.068,0.039,-0.1485,0.0285,0.192,-0.12
-0.168,0.2335,0.401,-0.033,-0.284,0.317,0.2525,0.2765,0.2245,-0.0645,0.0415,-0.148,0.03,0.195,-0.1195
-0.1685,0.2335,0.402,-0.0325,-0.285,0.3175,0.2525,0.2755,0.225,-0.066,0.0415,-0.1475,0.03,0.1945,-0.1185
-0.176,0.2285,0.405,-0.0265,-0.29,0.317,0.2515,0.2705,0.2225,-0.069,0.0395,-0.15,0.026,0.192,-0.117
-0.1715,0.2265,0.398,-0.028,-0.284,0.3125,0.249,0.2695,0.221,-0.07,0.0395,-0.1495,0.0255,0.1955,-0.1155
-0.1645,0.233,0.3975,-0.0345,-0.2805,0.3155,0.2525,0.2695,0.2215,-0.0685,0.043,-0.146,0.026,0.203,-0.116
-0.17,0.232,0.402,-0.031,-0.2855,0.317,0.25,0.268,0.219,-0.0695,0.043,-0.146,0.03,0.2005,-0.114
-0.172,0.23,0.402,-0.029,-0.2865,0.316,0.2485,0.2675,0.2185,-0.0715,0.0435,-0.1455,0.033,0.2025,-0.113
-0.166,0.234,0.4,-0.034,-0.2825,0.317,0.248,0.269,0.2175,-0.0705,0.0455,-0.143,0.0345,0.2055,-0.114
-0.164,0.2325,0.396,-0.034,-0.2795,0.3145,0.2445,0.2685,0.2165,-0.0695,0.0475,-0.141,0.0375,0.2015,-0.115
-0.17,0.231,0.401,-0.0305,-0.285,0.316,0.25,0.2665,0.218,-0.069,0.049,-0.138,0.034,0.199,-0.1175
-0.167,0.2355,0.402,-0.034,-0.284,0.3185,0.251,0.2675,0.2175,-0.068,0.0505,-0.1355,0.035,0.2,-0.1145
-0.159,0.2375,0.396,-0.039,-0.277,0.3165,0.25,0.272,0.219,-0.0665,0.052,-0.136,0.036,0.203,-0.113
-0.1605,0.234,0.3945,-0.037,-0.277,0.314,0.245,0.264,0.2155,-0.071,0.048,-0.136,0.037,0.196,-0.115
-0.1615,0.234,0.3955,-0.036,-0.278,0.3145,0.246,0.263,0.2145,-0.071,0.048,-0.1345,0.038,0.2,-0.1165
-0.166,0.236,0.4025,-0.0345,-0.284,0.319,0.2485,0.2685,0.2215,-0.066,0.0505,-0.133,0.0355,0.2065,-0.119
-0.1635,0.239,0.402,-0.0375,-0.2825,0.3205,0.2505,0.269,0.2205,-0.0655,0.052,-0.132,0.036,0.2085,-0.1185
-0.158,0.2405,0.3985,-0.0415,-0.2775,0.3195,0.2505,0.269,0.2175,-0.067,0.0545,-0.132,0.0385,0.205,-0.114
-0.165,0.237,0.4025,-0.036,-0.2835,0.3195,0.249,0.2675,0.218,-0.068,0.0525,-0.134,0.036,0.198,-0.113
-0.1705,0.2325,0.403,-0.031,-0.2865,0.318,0.2515,0.2675,0.216,-0.069,0.0535,-0.135,0.0335,0.2005,-0.1135
