i,ii,iii,avr,avl,avf,v1,v2,v3,v4,v5,v6,vx,vy,vz
0.2145,1.2905,1.0755,-0.752,-0.4305,1.183,0.8445,1.3605,1.8925,1.4955,0.8195,0.3175,0.4945,0.7405,-0.6595
0.1755,1.239,1.0635,-0.7075,-0.4435,1.151,0.704,1.171,1.6955,1.305,0.729,0.281,0.435,0.72,-0.568
0.1295,1.179,1.0495,-0.6545,-0.46,1.1145,0.5725,0.989,1.489,1.1035,0.6255,0.233,0.3645,0.6865,-0.4825
0.1,1.1455,1.0455,-0.623,-0.473,1.0955,0.434,0.7965,1.2725,0.9105,0.5355,0.1945,0.3075,0.647,-0.4195
0.0735,1.148,1.075,-0.611,-0.5005,1.1115,0.2465,0.5525,1.002,0.7015,0.459,0.1675,0.2485,0.657,-0.342
0.0465,1.1695,1.1225,-0.608,-0.5375,1.146,0.066,0.3225,0.746,0.5195,0.404,0.1565,0.2025,0.6935,-0.255
0.026,1.218,1.1915,-0.622,-0.5825,1.205,-0.1095,0.1025,0.5185,0.373,0.3715,0.1585,0.167,0.7535,-0.1955
-0.001,1.2535,1.254,-0.626,-0.6275,1.2535,-0.295,-0.153,0.2625,0.209,0.3225,0.1495,0.1185,0.7995,-0.1425
-0.0315,1.24,1.271,-0.6045,-0.651,1.255,-0.4475,-0.363,0.022,0.0355,0.2545,0.1265,0.073,0.801,-0.073
-0.0485,1.231,1.279,-0.5915,-0.6635,1.255,-0.586,-0.5405,-0.1955,-0.1175,0.2,0.1105,0.0435,0.8015,-0.0015
-0.0485,1.208,1.256,-0.5795,-0.652,1.232,-0.7015,-0.6925,-0.377,-0.2445,0.1515,0.094,0.0265,0.7655,0.0585
-0.056,1.174,1.23,-0.559,-0.6425,1.202,-0.8155,-0.8675,-0.599,-0.4025,0.0865,0.066,0.0025,0.7265,0.1415
-0.066,1.1695,1.235,-0.552,-0.6505,1.2025,-0.9185,-1.0305,-0.787,-0.525,0.0465,0.0535,-0.018,0.7255,0.2135
-0.0735,1.172,1.2445,-0.5495,-0.659,1.2085,-0.976,-1.101,-0.8485,-0.5645,0.0265,0.048,-0.03,0.729,0.234
-0.099,1.1675,1.266,-0.534,-0.6825,1.217,-0.993,-1.1225,-0.8715,-0.583,0.0055,0.035,-0.0485,0.736,0.252
-0.1155,1.176,1.2915,-0.5305,-0.7035,1.234,-0.9765,-1.0995,-0.855,-0.5755,-0.001,0.0275,-0.062,0.7505,0.2575
-0.125,1.173,1.2975,-0.524,-0.711,1.2355,-0.9815,-1.085,-0.842,-0.573,-0.011,0.0195,-0.0675,0.7455,0.2595
-0.1295,1.1605,1.2895,-0.5155,-0.709,1.2255,-0.985,-1.0615,-0.82,-0.5625,-0.016,0.0165,-0.065,0.738,0.2735
-0.128,1.1375,1.265,-0.5045,-0.6965,1.2015,-0.975,-1.0255,-0.798,-0.56,-0.0275,0.008,-0.0635,0.713,0.2885
-0.1305,1.102,1.232,-0.4855,-0.681,1.167,-0.953,-0.985,-0.783,-0.5695,-0.0485,-0.007,-0.0645,0.6705,0.315
-0.1285,1.095,1.223,-0.4835,-0.6755,1.1595,-0.913,-0.936,-0.7635,-0.5795,-0.0725,-0.025,-0.0725,0.6535,0.334
-0.1275,1.074,1.201,-0.4735,-0.664,1.138,-0.8645,-0.885,-0.744,-0.5845,-0.096,-0.045,-0.084,0.626,0.3495
-0.132,1.0515,1.183,-0.4595,-0.6575,1.1175,-0.8195,-0.841,-0.7205,-0.5785,-0.108,-0.0585,-0.087,0.597,0.352
-0.1455,1.0335,1.1785,-0.444,-0.6615,1.1065,-0.7835,-0.811,-0.7055,-0.5785,-0.1255,-0.077,-0.095,0.5775,0.343
-0.147,1.021,1.1675,-0.4365,-0.657,1.0945,-0.7495,-0.784,-0.692,-0.5765,-0.141,-0.0935,-0.107,0.5565,0.337
-0.1485,1.023,1.171,-0.437,-0.6595,1.0975,-0.7185,-0.7635,-0.6815,-0.5755,-0.156,-0.1095,-0.116,0.5485,0.325
-0.152,1.012,1.164,-0.43,-0.6575,1.0885,-0.677,-0.7325,-0.6615,-0.567,-0.165,-0.122,-0.123,0.547,0.314
-0.15,1.0065,1.1565,-0.4285,-0.653,1.082,-0.6335,-0.6935,-0.633,-0.5495,-0.1665,-0.1275,-0.1275,0.5545,0.303
-0.1545,1.0005,1.155,-0.423,-0.654,1.078,-0.5905,-0.6535,-0.6035,-0.531,-0.1715,-0.1375,-0.132,0.556,0.2955
-0.1595,0.9945,1.1535,-0.4175,-0.656,1.074,-0.5515,-0.621,-0.578,-0.517,-0.1735,-0.144,-0.1335,0.559,0.289
-0.1615,0.9875,1.149,-0.413,-0.6545,1.068,-0.5015,-0.576,-0.543,-0.4945,-0.1755,-0.1535,-0.133,0.5495,0.2615
-0.163,0.9765,1.139,-0.407,-0.6505,1.0575,-0.437,-0.517,-0.499,-0.466,-0.173,-0.16,-0.134,0.5365,0.232
-0.1645,0.9745,1.1395,-0.405,-0.6515,1.057,-0.372,-0.4585,-0.4535,-0.436,-0.1675,-0.1595,-0.13,0.5335,0.208
-0.166,0.9775,1.144,-0.406,-0.6545,1.061,-0.32,-0.409,-0.4155,-0.411,-0.165,-0.1635,-0.127,0.5335,0.188
-0.1685,0.982,1.15,-0.4065,-0.6585,1.066,-0.276,-0.367,-0.383,-0.392,-0.165,-0.1705,-0.1315,0.536,0.168
-0.168,0.9825,1.1505,-0.407,-0.6585,1.0665,-0.2285,-0.322,-0.347,-0.368,-0.1635,-0.1785,-0.134,0.535,0.14
-0.1655,0.9775,1.1435,-0.406,-0.654,1.0605,-0.1885,-0.2845,-0.3175,-0.348,-0.159,-0.1815,-0.137,0.5395,0.1275
-0.166,0.971,1.137,-0.4025,-0.651,1.054,-0.157,-0.2535,-0.292,-0.33,-0.1565,-0.1845,-0.141,0.5435,0.1295
-0.1675,0.963,1.13,-0.3975,-0.648,1.0465,-0.132,-0.231,-0.274,-0.3165,-0.156,-0.188,-0.145,0.5415,0.1255
-0.1735,0.956,1.1295,-0.3915,-0.651,1.0425,-0.108,-0.2115,-0.257,-0.3075,-0.1605,-0.196,-0.157,0.5315,0.111
-0.189,0.948,1.137,-0.3795,-0.6625,1.043,-0.087,-0.1905,-0.242,-0.3005,-0.167,-0.206,-0.172,0.533,0.0975
-0.1925,0.9415,1.1345,-0.3745,-0.663,1.038,-0.07,-0.175,-0.2325,-0.297,-0.172,-0.2135,-0.1795,0.523,0.086
-0.1925,0.932,1.125,-0.3695,-0.658,1.0285,-0.0555,-0.162,-0.2235,-0.2925,-0.1765,-0.221,-0.188,0.5095,0.0755
-0.198,0.9215,1.119,-0.3615,-0.658,1.02,-0.0435,-0.1515,-0.2135,-0.2885,-0.179,-0.2255,-0.1935,0.5055,0.069
-0.203,0.925,1.128,-0.361,-0.6645,1.0265,-0.0375,-0.145,-0.207,-0.285,-0.183,-0.2305,-0.196,0.506,0.0625
-0.2055,0.9255,1.1305,-0.36,-0.6675,1.028,-0.0325,-0.1395,-0.2045,-0.2825,-0.185,-0.234,-0.1975,0.5025,0.0555
-0.2025,0.922,1.1245,-0.3595,-0.663,1.0235,-0.0245,-0.132,-0.197,-0.278,-0.1825,-0.234,-0.198,0.497,0.054
-0.2025,0.933,1.1355,-0.3655,-0.6685,1.0345,-0.021,-0.129,-0.1935,-0.2745,-0.1815,-0.232,-0.198,0.509,0.043
-0.2005,0.9325,1.133,-0.366,-0.6665,1.0325,-0.0195,-0.126,-0.193,-0.275,-0.183,-0.2325,-0.1975,0.5015,0.0365
-0.2025,0.925,1.128,-0.361,-0.665,1.0265,-0.019,-0.126,-0.194,-0.278,-0.1855,-0.2375,-0.1995,0.49,0.0335
-0.2125,0.9165,1.129,-0.352,-0.6705,1.0225,-0.0185,-0.1275,-0.199,-0.2835,-0.1915,-0.243,-0.2025,0.4905,0.034
-0.2185,0.908,1.1265,-0.3445,-0.672,1.017,-0.0165,-0.124,-0.1995,-0.2855,-0.1945,-0.2465,-0.2035,0.4875,0.0415
-0.216,0.9175,1.1335,-0.3505,-0.6745,1.0255,-0.0165,-0.123,-0.1985,-0.2835,-0.196,-0.246,-0.2045,0.4925,0.0375
-0.212,0.9225,1.134,-0.355,-0.6725,1.028,-0.015,-0.121,-0.1975,-0.2825,-0.1985,-0.246,-0.206,0.5045,0.0465
-0.209,0.923,1.1315,-0.357,-0.67,1.027,-0.011,-0.1165,-0.196,-0.282,-0.197,-0.247,-0.2065,0.508,0.0515
-0.208,0.9215,1.1295,-0.357,-0.6685,1.0255,-0.0065,-0.1125,-0.193,-0.28,-0.197,-0.2485,-0.2085,0.5105,0.049
-0.2095,0.921,1.13,-0.3555,-0.6695,1.0255,-0.003,-0.1085,-0.188,-0.2765,-0.198,-0.2485,-0.2105,0.512,0.048
-0.2105,0.908,1.1185,-0.3485,-0.664,1.0135,0.0015,-0.103,-0.185,-0.2755,-0.2,-0.2515,-0.212,0.4905,0.042
-0.214,0.902,1.1165,-0.344,-0.665,1.0095,0.003,-0.1,-0.1835,-0.2765,-0.2025,-0.256,-0.2135,0.483,0.0335
-0.215,0.905,1.1205,-0.345,-0.6675,1.013,0.0065,-0.0995,-0.182,-0.2755,-0.202,-0.2575,-0.2135,0.4915,0.0385
-0.2185,0.8955,1.1145,-0.3385,-0.666,1.005,0.0135,-0.093,-0.177,-0.271,-0.2,-0.2565,-0.2135,0.4735,0.0365
-0.2215,0.888,1.1095,-0.333,-0.665,0.999,0.019,-0.0855,-0.17,-0.266,-0.1975,-0.2525,-0.21,0.4455,0.022
-0.2165,0.8815,1.098,-0.3325,-0.6565,0.9895,0.0215,-0.081,-0.1675,-0.265,-0.199,-0.254,-0.2105,0.441,0.034
-0.214,0.89,1.1045,-0.338,-0.659,0.997,0.0235,-0.0795,-0.1665,-0.2635,-0.1995,-0.255,-0.2125,0.46,0.039
-0.209,0.897,1.1055,-0.344,-0.657,1.001,0.024,-0.0775,-0.165,-0.2645,-0.201,-0.257,-0.214,0.465,0.0335
-0.207,0.8955,1.102,-0.344,-0.654,0.9985,0.0235,-0.0765,-0.166,-0.267,-0.2035,-0.26,-0.2125,0.4595,0.0335
-0.211,0.8895,1.1,-0.3395,-0.655,0.995,0.0245,-0.0765,-0.166,-0.268,-0.2055,-0.259,-0.211,0.4565,0.035
-0.221,0.875,1.096,-0.327,-0.658,0.9855,0.0245,-0.075,-0.1645,-0.2695,-0.2085,-0.264,-0.211,0.4495,0.032
-0.2255,0.8775,1.103,-0.326,-0.664,0.99,0.0295,-0.071,-0.16,-0.266,-0.2045,-0.262,-0.21,0.4435,0.017
-0.218,0.886,1.104,-0.334,-0.6605,0.995,0.031,-0.0675,-0.1585,-0.2655,-0.2055,-0.263,-0.212,0.4445,0.012
-0.217,0.891,1.108,-0.3365,-0.662,0.999,0.031,-0.067,-0.157,-0.268,-0.206,-0.2645,-0.2125,0.4565,0.0145
-0.22,0.896,1.116,-0.338,-0.6675,1.006,0.0335,-0.066,-0.1535,-0.2655,-0.204,-0.263,-0.2145,0.461,0.0115
-0.219,0.8915,1.1105,-0.336,-0.664,1.001,0.0325,-0.067,-0.1525,-0.265,-0.2055,-0.2645,-0.2145,0.4555,0.013
-0.2195,0.8815,1.1005,-0.331,-0.6595,0.991,0.038,-0.062,-0.149,-0.263,-0.204,-0.263,-0.212,0.4525,0.016
-0.221,0.8825,1.1035,-0.331,-0.662,0.993,0.0395,-0.061,-0.1475,-0.2605,-0.2035,-0.2635,-0.2135,0.4575,0.021
-0.225,0.8835,1.1085,-0.3295,-0.6665,0.996,0.042,-0.059,-0.1455,-0.2605,-0.201,-0.2605,-0.214,0.4685,0.0225
-0.223,0.8895,1.1125,-0.333,-0.6675,1.001,0.0455,-0.054,-0.14,-0.256,-0.1975,-0.2575,-0.215,0.4805,0.0295
-0.219,0.898,1.117,-0.3395,-0.6675,1.0075,0.049,-0.052,-0.138,-0.2535,-0.1955,-0.256,-0.2145,0.488,0.036
-0.2185,0.8945,1.113,-0.338,-0.6655,1.004,0.052,-0.047,-0.1375,-0.254,-0.195,-0.2545,-0.213,0.4775,0.0295
-0.218,0.888,1.1065,-0.335,-0.6615,0.997,0.052,-0.043,-0.134,-0.252,-0.1965,-0.2565,-0.2125,0.4615,0.028
-0.2165,0.8895,1.1055,-0.3365,-0.6605,0.9975,0.056,-0.04,-0.1315,-0.2505,-0.1955,-0.2565,-0.2125,0.4575,0.0145
-0.211,0.889,1.1,-0.339,-0.655,0.9945,0.059,-0.038,-0.1305,-0.249,-0.196,-0.255,-0.2115,0.4635,0.019
-0.207,0.888,1.095,-0.3405,-0.6505,0.9915,0.0605,-0.036,-0.1285,-0.247,-0.194,-0.2545,-0.211,0.47,0.0285
-0.203,0.893,1.0955,-0.345,-0.6485,0.994,0.0635,-0.0325,-0.1245,-0.2445,-0.1905,-0.254,-0.212,0.4735,0.02
-0.2075,0.888,1.095,-0.34,-0.651,0.9915,0.069,-0.03,-0.1225,-0.242,-0.188,-0.253,-0.2135,0.476,0.025
-0.207,0.888,1.095,-0.3405,-0.6505,0.9915,0.069,-0.0285,-0.1235,-0.242,-0.19,-0.253,-0.213,0.473,0.028
-0.201,0.8955,1.096,-0.347,-0.648,0.9955,0.0675,-0.03,-0.1245,-0.245,-0.1925,-0.256,-0.212,0.47,0.018
-0.202,0.894,1.0955,-0.346,-0.6485,0.995,0.066,-0.0295,-0.1255,-0.246,-0.194,-0.259,-0.2115,0.4655,0.0155
-0.2075,0.888,1.095,-0.3405,-0.651,0.9915,0.068,-0.0275,-0.126,-0.245,-0.195,-0.259,-0.2115,0.4695,0.02
-0.2135,0.885,1.0985,-0.3355,-0.6555,0.992,0.068,-0.027,-0.125,-0.2455,-0.195,-0.2605,-0.2105,0.4765,0.015
-0.2055,0.8865,1.092,-0.3405,-0.648,0.989,0.067,-0.026,-0.124,-0.247,-0.1995,-0.263,-0.209,0.4555,0.009
-0.2035,0.883,1.0865,-0.34,-0.6445,0.985,0.0705,-0.023,-0.1225,-0.246,-0.199,-0.263,-0.21,0.4495,0.007
-0.2095,0.877,1.0865,-0.3335,-0.6475,0.982,0.072,-0.019,-0.12,-0.245,-0.197,-0.26,-0.208,0.454,0.014
-0.2075,0.879,1.0865,-0.3355,-0.6465,0.983,0.0735,-0.0175,-0.12,-0.244,-0.1995,-0.26,-0.208,0.4545,0.0155
-0.2145,0.8785,1.093,-0.332,-0.6535,0.9855,0.075,-0.017,-0.1205,-0.2425,-0.1995,-0.2615,-0.211,0.454,0.0025
-0.22,0.8905,1.1105,-0.335,-0.665,1.0005,0.0715,-0.0215,-0.1245,-0.246,-0.203,-0.2645,-0.2115,0.462,-0.001
-0.226,0.892,1.118,-0.333,-0.6715,1.005,0.0705,-0.0225,-0.1255,-0.247,-0.2035,-0.2655,-0.211,0.4775,0.0145
-0.225,0.875,1.1005,-0.325,-0.662,0.9875,0.0785,-0.013,-0.1175,-0.242,-0.2005,-0.2615,-0.2115,0.4655,0.019
-0.2145,0.8655,1.08,-0.3255,-0.647,0.973,0.0875,-0.006,-0.11,-0.2355,-0.1965,-0.2575,-0.2115,0.4455,0.009
-0.212,0.861,1.073,-0.3245,-0.642,0.967,0.092,-0.0005,-0.104,-0.229,-0.1915,-0.2515,-0.2095,0.4435,0.008
-0.212,0.8755,1.0875,-0.3315,-0.6495,0.9815,0.092,-0.001,-0.1045,-0.2335,-0.197,-0.2575,-0.213,0.458,0.014
-0.212,0.8835,1.095,-0.3355,-0.653,0.9895,0.093,-0.0005,-0.103,-0.2325,-0.1965,-0.2595,-0.2135,0.464,0.0155
-0.217,0.8785,1.0955,-0.331,-0.656,0.9875,0.093,0.0005,-0.1015,-0.2315,-0.1965,-0.259,-0.2135,0.462,0.008
-0.2235,0.883,1.106,-0.33,-0.6645,0.9945,0.092,0.0,-0.1045,-0.234,-0.1995,-0.2635,-0.2165,0.458,-0.002
-0.2175,0.8835,1.101,-0.333,-0.659,0.992,0.094,0.0045,-0.101,-0.2305,-0.197,-0.2615,-0.214,0.456,0.0075
-0.2155,0.8705,1.0865,-0.3275,-0.6505,0.9785,0.099,0.008,-0.097,-0.2295,-0.195,-0.259,-0.2125,0.463,0.0295
-0.215,0.8765,1.092,-0.3305,-0.653,0.9845,0.104,0.011,-0.0935,-0.2255,-0.1925,-0.2575,-0.2135,0.472,0.027
-0.209,0.891,1.0995,-0.341,-0.654,0.995,0.106,0.013,-0.0925,-0.224,-0.1915,-0.256,-0.2115,0.482,0.022
-0.2055,0.888,1.093,-0.3415,-0.6485,0.9905,0.106,0.013,-0.0925,-0.224,-0.1915,-0.2555,-0.2095,0.474,0.015
-0.207,0.8865,1.093,-0.3395,-0.6495,0.9895,0.1075,0.0145,-0.091,-0.2265,-0.192,-0.2595,-0.2105,0.4655,0.003
-0.208,0.885,1.0925,-0.3385,-0.65,0.989,0.1075,0.0155,-0.0905,-0.2275,-0.193,-0.26,-0.21,0.4765,0.0045
-0.2155,0.8745,1.09,-0.3295,-0.6525,0.982,0.105,0.0135,-0.0915,-0.2285,-0.1965,-0.263,-0.2105,0.476,0.003
-0.216,0.8725,1.0885,-0.3285,-0.6515,0.9805,0.1065,0.014,-0.092,-0.2305,-0.199,-0.2645,-0.2095,0.467,0.002
-0.204,0.883,1.087,-0.3395,-0.6445,0.985,0.112,0.0195,-0.0865,-0.224,-0.195,-0.261,-0.2085,0.4655,0.0065
-0.2015,0.8955,1.0965,-0.347,-0.6485,0.996,0.1145,0.023,-0.0815,-0.221,-0.192,-0.26,-0.21,0.4715,0.0085
-0.2055,0.895,1.1,-0.3445,-0.6525,0.9975,0.117,0.024,-0.08,-0.2215,-0.1925,-0.26,-0.2095,0.471,0.002
-0.213,0.879,1.092,-0.333,-0.652,0.9855,0.1195,0.026,-0.081,-0.221,-0.1935,-0.263,-0.21,0.453,-0.0035
-0.2105,0.8805,1.091,-0.335,-0.65,0.986,0.1235,0.0325,-0.0755,-0.217,-0.192,-0.2615,-0.2105,0.4515,-0.002
-0.2105,0.8805,1.091,-0.335,-0.6505,0.986,0.1275,0.0355,-0.072,-0.214,-0.1885,-0.258,-0.209,0.463,0.002
-0.219,0.8705,1.0895,-0.3255,-0.6535,0.98,0.1245,0.0325,-0.0745,-0.2175,-0.192,-0.2605,-0.208,0.464,0.001
-0.218,0.869,1.087,-0.325,-0.652,0.978,0.1265,0.0365,-0.0705,-0.2145,-0.1925,-0.262,-0.2085,0.4595,-0.01
-0.212,0.8695,1.0815,-0.3285,-0.6465,0.9755,0.1295,0.0385,-0.07,-0.215,-0.193,-0.262,-0.2065,0.4505,-0.0135
-0.21,0.865,1.0755,-0.3275,-0.642,0.97,0.1305,0.0405,-0.0695,-0.214,-0.194,-0.261,-0.2035,0.4525,-0.0085
-0.2095,0.8655,1.075,-0.328,-0.642,0.97,0.1355,0.0455,-0.0645,-0.209,-0.1915,-0.26,-0.203,0.453,-0.0055
-0.2055,0.8755,1.081,-0.335,-0.6425,0.978,0.141,0.05,-0.0615,-0.2075,-0.1895,-0.2585,-0.203,0.455,-0.0005
-0.206,0.876,1.082,-0.335,-0.6435,0.979,0.1455,0.0545,-0.059,-0.204,-0.187,-0.258,-0.205,0.4655,0.0065
-0.2075,0.875,1.0825,-0.3335,-0.6445,0.9785,0.1485,0.0605,-0.0545,-0.2025,-0.185,-0.2555,-0.2025,0.4615,0.0015
-0.201,0.878,1.079,-0.3385,-0.6395,0.9785,0.152,0.0645,-0.0495,-0.1995,-0.1825,-0.253,-0.1995,0.4595,-0.0005
-0.204,0.8745,1.079,-0.3355,-0.641,0.9765,0.151,0.0635,-0.0515,-0.201,-0.1855,-0.258,-0.2005,0.4535,-0.0095
-0.2125,0.8645,1.077,-0.326,-0.6445,0.971,0.1535,0.0665,-0.051,-0.2005,-0.1865,-0.2595,-0.1995,0.444,-0.0135
-0.2145,0.8595,1.074,-0.3225,-0.6435,0.9665,0.156,0.066,-0.049,-0.2015,-0.188,-0.2605,-0.198,0.4455,-0.013
-0.2185,0.8645,1.083,-0.323,-0.65,0.9735,0.1545,0.0655,-0.048,-0.203,-0.19,-0.262,-0.1985,0.452,-0.0165
-0.212,0.8665,1.079,-0.3275,-0.645,0.9725,0.1585,0.0725,-0.0455,-0.2,-0.1865,-0.259,-0.198,0.4525,-0.012
-0.2075,0.869,1.0765,-0.331,-0.6415,0.973,0.162,0.075,-0.0435,-0.199,-0.1845,-0.258,-0.1955,0.45,-0.019
-0.206,0.877,1.083,-0.3355,-0.644,0.98,0.166,0.0805,-0.0375,-0.1925,-0.181,-0.2525,-0.1935,0.4545,-0.0095
-0.2055,0.882,1.088,-0.3385,-0.646,0.985,0.171,0.084,-0.034,-0.189,-0.179,-0.25,-0.195,0.4485,-0.014
-0.2055,0.8855,1.091,-0.34,-0.648,0.988,0.173,0.0855,-0.033,-0.1885,-0.1785,-0.252,-0.198,0.4495,-0.0255
-0.2025,0.8765,1.079,-0.337,-0.64,0.9775,0.1785,0.0935,-0.029,-0.184,-0.1785,-0.2505,-0.197,0.448,-0.016
-0.203,0.8685,1.071,-0.333,-0.6365,0.97,0.1835,0.098,-0.0245,-0.181,-0.179,-0.251,-0.1975,0.443,-0.015
-0.198,0.872,1.07,-0.337,-0.634,0.9715,0.1855,0.098,-0.023,-0.182,-0.1775,-0.2515,-0.198,0.443,-0.0225
-0.199,0.87,1.069,-0.3355,-0.6335,0.9695,0.1865,0.0995,-0.021,-0.182,-0.178,-0.252,-0.1965,0.439,-0.028
-0.203,0.872,1.075,-0.3345,-0.6385,0.973,0.1905,0.1025,-0.0185,-0.1795,-0.1775,-0.2515,-0.197,0.4425,-0.028
-0.202,0.8735,1.0755,-0.3355,-0.6385,0.9745,0.1935,0.108,-0.0135,-0.176,-0.176,-0.2505,-0.197,0.448,-0.023
-0.2005,0.871,1.072,-0.3355,-0.636,0.9715,0.1945,0.113,-0.0085,-0.1735,-0.1745,-0.249,-0.1965,0.453,-0.0175
-0.201,0.8745,1.0755,-0.3365,-0.638,0.975,0.1995,0.117,-0.005,-0.1705,-0.172,-0.2475,-0.196,0.4555,-0.0195
-0.204,0.8785,1.0825,-0.337,-0.643,0.9805,0.206,0.121,-0.0025,-0.1695,-0.171,-0.248,-0.1965,0.4585,-0.0195
-0.2005,0.8835,1.084,-0.3415,-0.6415,0.9835,0.2085,0.124,-0.0025,-0.168,-0.17,-0.2495,-0.1945,0.4545,-0.029
-0.1945,0.881,1.0755,-0.343,-0.6345,0.9785,0.2105,0.1265,0.0015,-0.166,-0.169,-0.2475,-0.192,0.442,-0.0305
-0.1965,0.875,1.0715,-0.3395,-0.6335,0.9735,0.2145,0.129,0.006,-0.1645,-0.1685,-0.2485,-0.191,0.4355,-0.0355
-0.199,0.8715,1.0705,-0.3365,-0.6345,0.971,0.217,0.131,0.0085,-0.162,-0.1665,-0.249,-0.1915,0.438,-0.0425
-0.201,0.876,1.077,-0.3375,-0.6385,0.9765,0.2195,0.1345,0.0105,-0.161,-0.167,-0.248,-0.1905,0.45,-0.0315
-0.2085,0.87,1.0785,-0.3305,-0.6435,0.9745,0.222,0.139,0.014,-0.158,-0.164,-0.2485,-0.19,0.451,-0.029
-0.2045,0.8635,1.068,-0.3295,-0.6355,0.966,0.2275,0.1455,0.021,-0.153,-0.162,-0.246,-0.1895,0.453,-0.026
-0.2005,0.8745,1.0745,-0.337,-0.637,0.9745,0.2275,0.1475,0.02,-0.157,-0.167,-0.251,-0.1905,0.465,-0.0265
-0.2035,0.8755,1.079,-0.336,-0.6405,0.977,0.229,0.1485,0.02,-0.157,-0.167,-0.2535,-0.1885,0.4635,-0.0315
-0.2025,0.878,1.0805,-0.338,-0.641,0.9795,0.236,0.156,0.0265,-0.151,-0.1615,-0.249,-0.187,0.4595,-0.039
-0.196,0.8835,1.0795,-0.3435,-0.6375,0.9815,0.24,0.1605,0.032,-0.148,-0.16,-0.249,-0.187,0.457,-0.044
-0.1905,0.877,1.0675,-0.343,-0.6285,0.972,0.2465,0.168,0.0355,-0.1455,-0.16,-0.249,-0.1855,0.458,-0.0395
-0.193,0.866,1.059,-0.3365,-0.6255,0.9625,0.2515,0.1715,0.0375,-0.1445,-0.159,-0.249,-0.185,0.453,-0.0405
-0.191,0.872,1.063,-0.3405,-0.6265,0.9675,0.25,0.1715,0.039,-0.1465,-0.162,-0.252,-0.1845,0.447,-0.05
-0.1915,0.87,1.062,-0.3395,-0.626,0.966,0.254,0.177,0.041,-0.146,-0.163,-0.253,-0.186,0.4355,-0.059
-0.1945,0.861,1.0555,-0.333,-0.6245,0.958,0.2595,0.1815,0.046,-0.1415,-0.1605,-0.2505,-0.1845,0.4235,-0.0575
-0.1955,0.87,1.0655,-0.3375,-0.63,0.968,0.262,0.1855,0.0495,-0.1375,-0.1585,-0.2485,-0.1825,0.4485,-0.0455
