i,ii,iii,avr,avl,avf,v1,v2,v3,v4,v5,v6,vx,vy,vz
0.011,-0.297,-0.308,0.143,0.1595,-0.3025,0.015,0.0565,-0.004,-0.077,-0.1815,0.012,-0.155,0.0565,0.021
0.0105,-0.296,-0.307,0.143,0.159,-0.3015,0.007,0.047,-0.014,-0.0805,-0.1825,0.012,-0.156,0.0555,0.026
0.0145,-0.29,-0.3045,0.1375,0.1595,-0.297,0.002,0.0375,-0.0215,-0.0845,-0.183,0.014,-0.157,0.0565,0.0265
0.0125,-0.283,-0.2955,0.135,0.154,-0.2895,-0.001,0.0275,-0.029,-0.0875,-0.181,0.0175,-0.159,0.06,0.0255
0.0125,-0.2775,-0.29,0.1325,0.151,-0.2835,-0.0075,0.016,-0.04,-0.0925,-0.1815,0.017,-0.1615,0.067,0.0265
0.0085,-0.2725,-0.281,0.132,0.1445,-0.2765,-0.0135,0.001,-0.051,-0.0985,-0.187,0.0155,-0.164,0.0715,0.028
0.0025,-0.2665,-0.2695,0.132,0.136,-0.268,-0.02,-0.0065,-0.0555,-0.101,-0.187,0.0165,-0.1655,0.071,0.03
-0.001,-0.265,-0.264,0.133,0.1315,-0.2645,-0.0255,-0.0155,-0.0685,-0.109,-0.19,0.0135,-0.1685,0.077,0.0315
-0.0015,-0.2595,-0.2585,0.1305,0.1285,-0.259,-0.0275,-0.023,-0.0755,-0.1115,-0.1915,0.0125,-0.17,0.086,0.034
-0.0005,-0.251,-0.2505,0.126,0.1255,-0.2505,-0.033,-0.032,-0.0835,-0.115,-0.193,0.0115,-0.1705,0.0935,0.034
-0.0025,-0.2475,-0.245,0.125,0.1215,-0.246,-0.0405,-0.0445,-0.0955,-0.122,-0.197,0.009,-0.173,0.0995,0.0335
-0.007,-0.244,-0.237,0.1255,0.1155,-0.2405,-0.043,-0.0515,-0.102,-0.1235,-0.1985,0.01,-0.174,0.1035,0.034
-0.01,-0.2375,-0.227,0.1235,0.109,-0.232,-0.05,-0.0625,-0.111,-0.1285,-0.2005,0.0125,-0.174,0.11,0.038
-0.0085,-0.2345,-0.226,0.1215,0.109,-0.23,-0.055,-0.071,-0.118,-0.132,-0.201,0.0115,-0.1765,0.1115,0.041
-0.012,-0.236,-0.2235,0.124,0.106,-0.23,-0.0545,-0.0765,-0.12,-0.1305,-0.1985,0.014,-0.177,0.111,0.0425
-0.0155,-0.235,-0.2195,0.1255,0.1025,-0.2275,-0.059,-0.0825,-0.1245,-0.1335,-0.2,0.015,-0.1795,0.116,0.0465
-0.0125,-0.2335,-0.221,0.123,0.105,-0.227,-0.064,-0.0875,-0.134,-0.139,-0.2035,0.012,-0.1825,0.115,0.05
-0.012,-0.229,-0.217,0.1205,0.103,-0.223,-0.07,-0.095,-0.141,-0.1395,-0.203,0.014,-0.181,0.113,0.051
-0.017,-0.2305,-0.214,0.124,0.099,-0.222,-0.0755,-0.1025,-0.147,-0.1435,-0.202,0.016,-0.1815,0.1145,0.053
-0.0215,-0.2365,-0.215,0.129,0.0975,-0.2255,-0.0775,-0.1075,-0.1535,-0.1465,-0.202,0.013,-0.1855,0.116,0.0545
-0.026,-0.24,-0.214,0.133,0.0945,-0.227,-0.0805,-0.113,-0.1575,-0.1455,-0.202,0.0145,-0.1875,0.1145,0.057
-0.0255,-0.2415,-0.2155,0.1335,0.0955,-0.2285,-0.0825,-0.115,-0.1585,-0.1455,-0.2005,0.0195,-0.185,0.1145,0.0615
-0.0245,-0.238,-0.2135,0.1315,0.095,-0.226,-0.086,-0.1245,-0.167,-0.151,-0.205,0.0175,-0.187,0.118,0.063
-0.0215,-0.231,-0.2095,0.1265,0.0945,-0.22,-0.0925,-0.1345,-0.1755,-0.1555,-0.209,0.0145,-0.1905,0.117,0.063
-0.0225,-0.2225,-0.2005,0.1225,0.0895,-0.2115,-0.0975,-0.137,-0.1795,-0.1565,-0.2085,0.0135,-0.1925,0.1245,0.0615
-0.03,-0.2205,-0.1905,0.1255,0.0805,-0.2055,-0.0995,-0.14,-0.184,-0.158,-0.2085,0.0135,-0.1925,0.1345,0.061
-0.029,-0.215,-0.1855,0.122,0.0785,-0.2005,-0.1025,-0.1495,-0.1905,-0.16,-0.208,0.0145,-0.1935,0.1355,0.061
-0.0275,-0.2115,-0.1835,0.1195,0.0785,-0.1975,-0.1055,-0.156,-0.195,-0.1605,-0.2095,0.0135,-0.194,0.138,0.0625
-0.026,-0.209,-0.183,0.1175,0.079,-0.196,-0.1085,-0.1555,-0.1965,-0.1595,-0.2075,0.015,-0.1925,0.143,0.0625
-0.0305,-0.203,-0.1725,0.117,0.0715,-0.188,-0.114,-0.168,-0.2055,-0.1645,-0.209,0.014,-0.1935,0.1475,0.061
-0.029,-0.196,-0.167,0.1125,0.0695,-0.1815,-0.1145,-0.168,-0.207,-0.163,-0.209,0.014,-0.196,0.1525,0.058
-0.021,-0.1885,-0.1675,0.1045,0.074,-0.178,-0.1155,-0.1715,-0.21,-0.163,-0.2075,0.0145,-0.197,0.155,0.0585
-0.023,-0.184,-0.1605,0.1035,0.069,-0.172,-0.1205,-0.1815,-0.218,-0.1695,-0.213,0.012,-0.199,0.158,0.061
-0.0275,-0.182,-0.1545,0.1045,0.064,-0.168,-0.1195,-0.1825,-0.22,-0.171,-0.214,0.0115,-0.2015,0.161,0.063
-0.0285,-0.1835,-0.1545,0.106,0.0635,-0.169,-0.119,-0.186,-0.2235,-0.1725,-0.214,0.0125,-0.2025,0.164,0.0655
-0.0245,-0.182,-0.1575,0.103,0.067,-0.1695,-0.1225,-0.1885,-0.228,-0.1765,-0.215,0.012,-0.204,0.166,0.0685
-0.027,-0.1875,-0.16,0.1075,0.067,-0.174,-0.1235,-0.1975,-0.237,-0.1855,-0.2225,0.0065,-0.209,0.16,0.0705
-0.035,-0.1885,-0.1535,0.112,0.0595,-0.171,-0.1245,-0.203,-0.239,-0.19,-0.226,0.0055,-0.2115,0.163,0.0675
-0.0305,-0.1795,-0.149,0.105,0.06,-0.164,-0.126,-0.2075,-0.243,-0.191,-0.2255,0.007,-0.2115,0.174,0.066
-0.0295,-0.1845,-0.155,0.107,0.063,-0.1695,-0.1275,-0.208,-0.248,-0.193,-0.2285,0.0045,-0.2145,0.1705,0.071
-0.035,-0.1935,-0.159,0.1145,0.0625,-0.1765,-0.129,-0.208,-0.2445,-0.192,-0.2275,0.0055,-0.217,0.16,0.0755
-0.036,-0.196,-0.16,0.116,0.0625,-0.178,-0.128,-0.209,-0.246,-0.1925,-0.225,0.006,-0.219,0.161,0.0755
-0.0445,-0.197,-0.1525,0.121,0.0545,-0.1745,-0.1305,-0.214,-0.2515,-0.196,-0.2265,0.003,-0.222,0.1675,0.0745
-0.047,-0.1925,-0.1455,0.12,0.0495,-0.169,-0.134,-0.2185,-0.256,-0.1975,-0.228,0.0015,-0.2235,0.175,0.0725
-0.043,-0.1855,-0.1425,0.114,0.0505,-0.164,-0.134,-0.2195,-0.2585,-0.197,-0.2305,0.0005,-0.2235,0.1755,0.07
-0.0415,-0.1805,-0.1385,0.111,0.049,-0.1595,-0.1375,-0.226,-0.262,-0.2,-0.235,-0.0045,-0.2265,0.1755,0.07
-0.0445,-0.18,-0.1355,0.112,0.046,-0.1575,-0.1415,-0.228,-0.266,-0.202,-0.2365,-0.0085,-0.2295,0.1845,0.0715
-0.038,-0.1775,-0.1395,0.1075,0.051,-0.158,-0.1455,-0.2365,-0.2685,-0.202,-0.235,-0.0065,-0.228,0.182,0.074
-0.0325,-0.1715,-0.139,0.102,0.054,-0.155,-0.1455,-0.239,-0.2695,-0.2015,-0.233,-0.0035,-0.227,0.181,0.0735
-0.0365,-0.164,-0.1275,0.1005,0.046,-0.146,-0.147,-0.236,-0.2705,-0.2015,-0.233,-0.0045,-0.229,0.1885,0.068
-0.0355,-0.1575,-0.1225,0.0965,0.044,-0.14,-0.1505,-0.243,-0.274,-0.205,-0.236,-0.004,-0.2285,0.196,0.068
-0.039,-0.155,-0.116,0.097,0.039,-0.1355,-0.1485,-0.2395,-0.2745,-0.2065,-0.2355,-0.003,-0.2295,0.2,0.0685
-0.043,-0.154,-0.1115,0.0985,0.035,-0.1325,-0.1515,-0.2425,-0.2785,-0.2095,-0.2375,-0.0055,-0.2315,0.1985,0.0665
-0.0455,-0.1585,-0.113,0.102,0.0345,-0.136,-0.156,-0.249,-0.284,-0.2125,-0.241,-0.007,-0.231,0.195,0.069
-0.0495,-0.164,-0.1145,0.107,0.033,-0.139,-0.158,-0.252,-0.2855,-0.214,-0.242,-0.009,-0.2325,0.1955,0.0725
-0.053,-0.168,-0.115,0.1105,0.031,-0.1415,-0.159,-0.258,-0.2885,-0.2155,-0.243,-0.0095,-0.2345,0.1935,0.0755
-0.0585,-0.1675,-0.1085,0.113,0.0255,-0.138,-0.157,-0.2545,-0.2875,-0.213,-0.2415,-0.0075,-0.235,0.194,0.076
-0.056,-0.1605,-0.1045,0.108,0.025,-0.1325,-0.1565,-0.2535,-0.2865,-0.2115,-0.2405,-0.008,-0.235,0.1965,0.0725
-0.047,-0.155,-0.108,0.101,0.031,-0.1315,-0.1615,-0.256,-0.29,-0.212,-0.2395,-0.009,-0.2345,0.196,0.0735
-0.046,-0.16,-0.114,0.103,0.0345,-0.137,-0.1625,-0.2585,-0.292,-0.2125,-0.238,-0.0075,-0.2345,0.1935,0.077
-0.051,-0.1685,-0.1175,0.1095,0.0335,-0.1425,-0.159,-0.259,-0.2925,-0.2115,-0.237,-0.0055,-0.2345,0.1905,0.0805
-0.049,-0.172,-0.1225,0.1105,0.037,-0.147,-0.164,-0.2605,-0.293,-0.2125,-0.2375,-0.006,-0.234,0.1895,0.0835
-0.0525,-0.1735,-0.121,0.113,0.0345,-0.147,-0.1675,-0.264,-0.293,-0.213,-0.237,-0.003,-0.2335,0.1895,0.0815
-0.0545,-0.1695,-0.1155,0.112,0.031,-0.1425,-0.1705,-0.2675,-0.2985,-0.215,-0.2365,-0.0015,-0.2325,0.1935,0.0815
-0.0475,-0.1605,-0.113,0.104,0.033,-0.137,-0.1695,-0.264,-0.298,-0.214,-0.2365,-0.0005,-0.229,0.2005,0.081
-0.0435,-0.1505,-0.107,0.097,0.032,-0.129,-0.167,-0.2635,-0.2965,-0.2135,-0.2355,0.0015,-0.23,0.2065,0.08
-0.0385,-0.148,-0.1095,0.0935,0.036,-0.129,-0.17,-0.266,-0.3015,-0.2185,-0.239,-0.0005,-0.2325,0.206,0.0815
-0.042,-0.1515,-0.1095,0.097,0.034,-0.1305,-0.171,-0.27,-0.3045,-0.222,-0.2435,-0.0005,-0.233,0.2025,0.0845
-0.047,-0.153,-0.106,0.1,0.03,-0.1295,-0.175,-0.2755,-0.3075,-0.224,-0.242,0.0015,-0.232,0.1985,0.084
-0.0485,-0.1505,-0.1015,0.0995,0.027,-0.126,-0.173,-0.2715,-0.307,-0.222,-0.239,0.0035,-0.23,0.209,0.079
-0.048,-0.142,-0.0935,0.095,0.023,-0.118,-0.177,-0.274,-0.308,-0.2205,-0.239,0.005,-0.229,0.214,0.077
-0.0395,-0.136,-0.0965,0.0875,0.029,-0.116,-0.1775,-0.277,-0.3065,-0.2155,-0.2335,0.01,-0.225,0.212,0.0765
-0.04,-0.1335,-0.0935,0.0865,0.0275,-0.1135,-0.177,-0.2765,-0.3065,-0.2135,-0.2335,0.01,-0.2255,0.2185,0.076
-0.046,-0.1365,-0.0905,0.091,0.0225,-0.1135,-0.1815,-0.278,-0.3075,-0.2145,-0.2375,0.007,-0.227,0.2155,0.079
-0.05,-0.142,-0.092,0.096,0.021,-0.117,-0.1745,-0.274,-0.304,-0.2135,-0.236,0.0075,-0.229,0.2135,0.081
-0.053,-0.143,-0.0895,0.098,0.019,-0.116,-0.175,-0.277,-0.3075,-0.2155,-0.2385,0.005,-0.2325,0.2125,0.0825
-0.052,-0.1455,-0.0935,0.099,0.021,-0.1195,-0.1765,-0.2805,-0.3085,-0.2195,-0.242,0.003,-0.2325,0.2125,0.0845
-0.052,-0.1475,-0.0955,0.0995,0.0225,-0.1215,-0.1745,-0.283,-0.313,-0.224,-0.2445,0.001,-0.234,0.216,0.084
-0.053,-0.146,-0.0925,0.0995,0.02,-0.119,-0.171,-0.2825,-0.3155,-0.2255,-0.244,0.002,-0.235,0.215,0.0855
-0.055,-0.1525,-0.098,0.104,0.022,-0.1255,-0.1695,-0.2845,-0.3165,-0.226,-0.244,0.001,-0.236,0.2045,0.09
-0.0555,-0.1615,-0.1055,0.1085,0.0255,-0.1335,-0.172,-0.29,-0.32,-0.2275,-0.2455,0.0,-0.2375,0.1975,0.0935
-0.054,-0.1635,-0.1095,0.1085,0.0285,-0.1365,-0.1675,-0.282,-0.314,-0.2245,-0.2425,0.0005,-0.2385,0.199,0.092
-0.052,-0.167,-0.1155,0.1095,0.032,-0.141,-0.17,-0.285,-0.316,-0.226,-0.243,0.0,-0.238,0.1955,0.0935
-0.053,-0.167,-0.114,0.11,0.031,-0.1405,-0.174,-0.2875,-0.317,-0.225,-0.2405,0.0035,-0.2345,0.202,0.0955
-0.051,-0.16,-0.109,0.1055,0.0295,-0.1345,-0.1745,-0.283,-0.314,-0.2205,-0.2365,0.005,-0.2345,0.2045,0.094
-0.057,-0.156,-0.099,0.1065,0.0215,-0.1275,-0.176,-0.2885,-0.3155,-0.221,-0.2375,0.006,-0.236,0.2055,0.092
-0.0625,-0.157,-0.095,0.1095,0.0165,-0.126,-0.1735,-0.286,-0.314,-0.2175,-0.235,0.0075,-0.2355,0.208,0.0895
-0.0555,-0.158,-0.103,0.107,0.0245,-0.1305,-0.1755,-0.289,-0.316,-0.2205,-0.2375,0.0035,-0.2355,0.2045,0.0925
-0.052,-0.156,-0.104,0.1045,0.0265,-0.13,-0.179,-0.2915,-0.3175,-0.224,-0.241,0.0005,-0.2375,0.208,0.093
-0.0515,-0.151,-0.0995,0.1015,0.0245,-0.1255,-0.1805,-0.295,-0.3205,-0.223,-0.24,0.001,-0.2365,0.2145,0.0915
-0.0545,-0.144,-0.0895,0.099,0.018,-0.1165,-0.1815,-0.3005,-0.3235,-0.226,-0.242,0.0005,-0.237,0.2185,0.0885
-0.059,-0.1415,-0.0825,0.1,0.0125,-0.112,-0.181,-0.2965,-0.323,-0.226,-0.242,0.001,-0.239,0.2185,0.084
-0.0595,-0.1415,-0.082,0.1005,0.012,-0.1115,-0.182,-0.294,-0.3235,-0.228,-0.242,0.002,-0.2395,0.216,0.086
-0.066,-0.142,-0.0755,0.104,0.005,-0.1085,-0.1845,-0.295,-0.3235,-0.229,-0.2435,0.0015,-0.2405,0.2205,0.088
-0.07,-0.15,-0.08,0.11,0.0055,-0.115,-0.1875,-0.299,-0.3255,-0.2325,-0.2475,0.0005,-0.241,0.219,0.0925
-0.067,-0.1555,-0.089,0.1115,0.0115,-0.1225,-0.1905,-0.3025,-0.3285,-0.2365,-0.2505,-0.0035,-0.2445,0.2095,0.093
-0.0665,-0.1575,-0.0915,0.112,0.013,-0.1245,-0.1935,-0.305,-0.3305,-0.2375,-0.2495,-0.004,-0.243,0.2075,0.0925
-0.0615,-0.1555,-0.094,0.109,0.017,-0.125,-0.1945,-0.306,-0.332,-0.238,-0.249,-0.0025,-0.239,0.2085,0.0935
-0.06,-0.154,-0.0945,0.1075,0.0175,-0.1245,-0.195,-0.3075,-0.3345,-0.24,-0.2495,-0.0035,-0.24,0.208,0.0935
-0.0595,-0.158,-0.099,0.109,0.02,-0.1285,-0.195,-0.3115,-0.3365,-0.243,-0.2525,-0.0055,-0.2425,0.2035,0.099
-0.061,-0.166,-0.105,0.1135,0.0225,-0.1355,-0.195,-0.3125,-0.3385,-0.244,-0.2555,-0.008,-0.2455,0.201,0.101
-0.066,-0.174,-0.108,0.12,0.0215,-0.141,-0.1945,-0.3155,-0.3405,-0.244,-0.255,-0.006,-0.2455,0.202,0.1035
-0.061,-0.1705,-0.1095,0.1155,0.025,-0.1405,-0.1935,-0.3165,-0.341,-0.244,-0.2535,-0.003,-0.246,0.199,0.106
-0.0585,-0.167,-0.108,0.1125,0.0255,-0.1375,-0.1935,-0.32,-0.3435,-0.2455,-0.2525,-0.004,-0.246,0.197,0.105
-0.057,-0.1615,-0.1045,0.1095,0.0245,-0.133,-0.1945,-0.3195,-0.3435,-0.2455,-0.253,-0.0025,-0.246,0.203,0.104
-0.057,-0.157,-0.1,0.107,0.022,-0.1285,-0.198,-0.321,-0.3435,-0.247,-0.257,-0.002,-0.244,0.2055,0.1035
-0.0535,-0.1515,-0.098,0.1025,0.0225,-0.1245,-0.1995,-0.3235,-0.345,-0.248,-0.258,-0.001,-0.241,0.2055,0.104
-0.048,-0.1495,-0.1015,0.0985,0.0275,-0.1255,-0.203,-0.323,-0.3465,-0.25,-0.26,-0.0025,-0.244,0.207,0.1055
-0.051,-0.1565,-0.1055,0.104,0.0275,-0.131,-0.207,-0.3295,-0.3515,-0.255,-0.2665,-0.01,-0.2465,0.2055,0.108
-0.055,-0.1555,-0.1005,0.105,0.0235,-0.128,-0.21,-0.332,-0.354,-0.2575,-0.2675,-0.011,-0.2465,0.213,0.105
-0.0555,-0.146,-0.0905,0.1005,0.018,-0.118,-0.208,-0.3325,-0.35,-0.255,-0.2635,-0.0075,-0.246,0.2205,0.099
-0.057,-0.1395,-0.0825,0.098,0.013,-0.111,-0.2045,-0.3245,-0.35,-0.2495,-0.2605,-0.003,-0.2445,0.2195,0.096
-0.0545,-0.1425,-0.088,0.098,0.017,-0.115,-0.205,-0.3255,-0.3535,-0.253,-0.2625,-0.0055,-0.246,0.2115,0.099
-0.0495,-0.1425,-0.093,0.096,0.022,-0.1175,-0.2065,-0.334,-0.352,-0.2535,-0.264,-0.0075,-0.2465,0.2125,0.1015
-0.049,-0.146,-0.097,0.0975,0.0245,-0.1215,-0.2125,-0.335,-0.3515,-0.253,-0.2645,-0.009,-0.248,0.21,0.1035
-0.0525,-0.1545,-0.102,0.1035,0.0255,-0.1285,-0.2155,-0.3395,-0.3565,-0.258,-0.2685,-0.012,-0.2475,0.2075,0.106
-0.0605,-0.1585,-0.0985,0.1095,0.0195,-0.1285,-0.211,-0.3345,-0.354,-0.2555,-0.2655,-0.0095,-0.247,0.215,0.104
-0.064,-0.159,-0.095,0.1115,0.016,-0.127,-0.2095,-0.337,-0.355,-0.257,-0.264,-0.0105,-0.2495,0.2095,0.103
-0.0625,-0.1565,-0.094,0.1095,0.016,-0.125,-0.2115,-0.3405,-0.36,-0.2595,-0.2645,-0.01,-0.248,0.2105,0.1055
-0.0595,-0.16,-0.1005,0.11,0.021,-0.1305,-0.213,-0.343,-0.3595,-0.258,-0.264,-0.012,-0.2485,0.2025,0.1095
-0.0625,-0.168,-0.1055,0.115,0.022,-0.137,-0.2125,-0.343,-0.36,-0.258,-0.264,-0.0135,-0.2495,0.194,0.112
-0.067,-0.174,-0.107,0.1205,0.0205,-0.1405,-0.2095,-0.342,-0.3645,-0.259,-0.263,-0.0125,-0.2485,0.196,0.1135
-0.064,-0.1745,-0.11,0.1195,0.0235,-0.1425,-0.212,-0.346,-0.3635,-0.2595,-0.2645,-0.0125,-0.2475,0.1955,0.1155
-0.059,-0.168,-0.109,0.1135,0.0255,-0.139,-0.2135,-0.3425,-0.361,-0.2555,-0.263,-0.0095,-0.247,0.1975,0.113
-0.0595,-0.164,-0.105,0.1115,0.0235,-0.1345,-0.2165,-0.3465,-0.3655,-0.2555,-0.262,-0.0105,-0.248,0.1905,0.1105
-0.063,-0.1625,-0.0995,0.113,0.019,-0.131,-0.218,-0.349,-0.3685,-0.2595,-0.2645,-0.011,-0.248,0.195,0.1115
-0.063,-0.1595,-0.097,0.1115,0.0175,-0.1285,-0.216,-0.348,-0.369,-0.2595,-0.265,-0.011,-0.248,0.2005,0.11
-0.0615,-0.1615,-0.1,0.1115,0.0195,-0.131,-0.2185,-0.3495,-0.369,-0.2595,-0.2635,-0.009,-0.246,0.2025,0.11
-0.0585,-0.163,-0.1045,0.1105,0.0235,-0.134,-0.221,-0.3505,-0.371,-0.259,-0.262,-0.007,-0.2455,0.209,0.113
-0.0585,-0.1595,-0.101,0.109,0.0215,-0.13,-0.2265,-0.3555,-0.3755,-0.2615,-0.265,-0.009,-0.2455,0.2115,0.114
-0.0645,-0.157,-0.093,0.111,0.015,-0.125,-0.228,-0.356,-0.378,-0.263,-0.2675,-0.011,-0.247,0.2115,0.1115
-0.071,-0.158,-0.087,0.1145,0.0085,-0.123,-0.2265,-0.3575,-0.3805,-0.264,-0.272,-0.0135,-0.25,0.2105,0.109
-0.0705,-0.158,-0.0875,0.114,0.009,-0.1225,-0.2245,-0.358,-0.378,-0.2655,-0.2735,-0.014,-0.252,0.212,0.109
-0.0615,-0.154,-0.0925,0.1075,0.016,-0.123,-0.2215,-0.356,-0.3775,-0.267,-0.2695,-0.011,-0.2505,0.2085,0.111
-0.063,-0.1595,-0.0965,0.1115,0.017,-0.128,-0.2265,-0.362,-0.382,-0.272,-0.2715,-0.0125,-0.251,0.205,0.1145
-0.0685,-0.1665,-0.098,0.1175,0.015,-0.132,-0.2275,-0.364,-0.3825,-0.273,-0.273,-0.014,-0.253,0.205,0.1155
-0.067,-0.1675,-0.1005,0.1175,0.017,-0.134,-0.2265,-0.364,-0.3835,-0.274,-0.275,-0.0155,-0.2535,0.2065,0.1155
-0.0705,-0.1695,-0.099,0.12,0.0145,-0.134,-0.227,-0.3645,-0.382,-0.2745,-0.2755,-0.016,-0.2525,0.211,0.116
-0.0725,-0.1715,-0.099,0.122,0.014,-0.1355,-0.23,-0.368,-0.387,-0.2765,-0.276,-0.0185,-0.254,0.2115,0.117
-0.0725,-0.178,-0.105,0.125,0.017,-0.1415,-0.231,-0.3695,-0.3925,-0.2785,-0.277,-0.021,-0.2565,0.2055,0.1205
-0.078,-0.1855,-0.1075,0.132,0.015,-0.1465,-0.228,-0.366,-0.391,-0.278,-0.275,-0.0185,-0.2555,0.199,0.124
-0.085,-0.193,-0.108,0.139,0.012,-0.1505,-0.2325,-0.367,-0.391,-0.277,-0.275,-0.019,-0.2555,0.2,0.1265
-0.086,-0.1945,-0.109,0.1405,0.012,-0.152,-0.234,-0.3685,-0.3915,-0.2775,-0.2755,-0.02,-0.256,0.198,0.1285
-0.0805,-0.19,-0.1095,0.135,0.015,-0.15,-0.2335,-0.373,-0.3945,-0.2795,-0.274,-0.019,-0.255,0.1945,0.13
-0.071,-0.1805,-0.109,0.1255,0.0195,-0.1445,-0.2355,-0.3725,-0.3925,-0.2775,-0.273,-0.019,-0.255,0.201,0.1275
-0.0645,-0.17,-0.1055,0.1175,0.021,-0.138,-0.235,-0.372,-0.392,-0.2735,-0.274,-0.0195,-0.2545,0.2095,0.1215
-0.0675,-0.17,-0.1025,0.119,0.018,-0.1365,-0.238,-0.3755,-0.3955,-0.274,-0.278,-0.0215,-0.2555,0.216,0.121
-0.066,-0.1725,-0.1065,0.119,0.021,-0.1395,-0.24,-0.3825,-0.3985,-0.2795,-0.2825,-0.026,-0.2615,0.211,0.1225
-0.0665,-0.1695,-0.103,0.118,0.019,-0.136,-0.2345,-0.3845,-0.3995,-0.281,-0.2815,-0.0245,-0.2645,0.206,0.124
-0.069,-0.1655,-0.0965,0.1175,0.0145,-0.131,-0.233,-0.3795,-0.398,-0.282,-0.28,-0.0235,-0.263,0.21,0.1215
-0.065,-0.1575,-0.0925,0.111,0.0145,-0.125,-0.239,-0.383,-0.4015,-0.285,-0.2795,-0.023,-0.2625,0.212,0.1165
-0.064,-0.15,-0.086,0.107,0.0115,-0.118,-0.24,-0.381,-0.401,-0.2845,-0.28,-0.0225,-0.264,0.221,0.113
-0.0635,-0.151,-0.0875,0.1075,0.0125,-0.1195,-0.238,-0.381,-0.401,-0.2855,-0.2805,-0.0245,-0.2655,0.2195,0.1115
-0.0655,-0.157,-0.092,0.1115,0.0135,-0.1245,-0.241,-0.3855,-0.405,-0.289,-0.282,-0.025,-0.2645,0.212,0.1145
-0.064,-0.161,-0.0975,0.1125,0.0175,-0.1295,-0.2455,-0.387,-0.4075,-0.2935,-0.288,-0.031,-0.2665,0.215,0.12
-0.0655,-0.167,-0.1015,0.1165,0.0185,-0.1345,-0.247,-0.3915,-0.4115,-0.296,-0.29,-0.033,-0.267,0.2115,0.125
-0.0715,-0.171,-0.0995,0.1215,0.0145,-0.1355,-0.246,-0.392,-0.413,-0.2955,-0.2895,-0.033,-0.267,0.203,0.126
-0.0725,-0.1715,-0.099,0.122,0.0135,-0.1355,-0.2485,-0.393,-0.4145,-0.2965,-0.2915,-0.033,-0.267,0.2015,0.1265
-0.0675,-0.1665,-0.0985,0.117,0.016,-0.1325,-0.25,-0.393,-0.4125,-0.292,-0.2875,-0.0265,-0.262,0.204,0.1265
-0.057,-0.161,-0.104,0.109,0.024,-0.133,-0.246,-0.387,-0.4065,-0.285,-0.281,-0.0215,-0.26,0.2,0.1255
-0.0575,-0.168,-0.11,0.1125,0.027,-0.139,-0.244,-0.3855,-0.4035,-0.283,-0.2825,-0.0215,-0.26,0.1975,0.128
-0.066,-0.178,-0.112,0.122,0.0235,-0.145,-0.25,-0.3885,-0.4065,-0.2845,-0.2835,-0.0245,-0.259,0.196,0.132
-0.0705,-0.183,-0.112,0.127,0.021,-0.1475,-0.252,-0.393,-0.4105,-0.2895,-0.2855,-0.026,-0.2605,0.198,0.1345
-0.07,-0.1785,-0.1085,0.124,0.0195,-0.1435,-0.251,-0.389,-0.4105,-0.29,-0.285,-0.025,-0.26,0.2025,0.1335
-0.0685,-0.171,-0.102,0.12,0.0175,-0.1365,-0.253,-0.3885,-0.411,-0.29,-0.281,-0.025,-0.2585,0.203,0.131
-0.0695,-0.1685,-0.099,0.1195,0.015,-0.1335,-0.2575,-0.3935,-0.4145,-0.293,-0.2835,-0.0275,-0.26,0.205,0.1305
