i,ii,iii,avr,avl,avf,v1,v2,v3,v4,v5,v6,vx,vy,vz
0.521,-0.1005,-0.6215,-0.21,0.5715,-0.3615,1.5785,0.6105,0.3655,1.4525,0.61,0.441,0.388,0.102,0.0005
0.524,-0.098,-0.623,-0.2125,0.5735,-0.361,1.5785,0.6165,0.366,1.4505,0.609,0.44,0.3845,0.097,-0.005
0.529,-0.095,-0.625,-0.217,0.577,-0.3605,1.5715,0.605,0.3585,1.4465,0.6055,0.439,0.389,0.0915,0.0025
0.528,-0.097,-0.6255,-0.215,0.5765,-0.362,1.5655,0.598,0.357,1.444,0.6045,0.437,0.3915,0.0995,0.0075
0.52,-0.101,-0.6215,-0.209,0.5705,-0.3615,1.565,0.6015,0.3555,1.44,0.6005,0.4315,0.3825,0.104,0.0
0.519,-0.105,-0.6245,-0.2065,0.5715,-0.365,1.564,0.5925,0.3455,1.4355,0.597,0.428,0.379,0.101,0.0015
0.522,-0.1075,-0.6295,-0.2065,0.5755,-0.369,1.563,0.598,0.3395,1.4335,0.5975,0.4295,0.3815,0.0965,0.004
0.5175,-0.109,-0.627,-0.2035,0.5725,-0.3685,1.5575,0.6,0.344,1.4335,0.5975,0.4285,0.3795,0.093,0.0035
0.515,-0.108,-0.623,-0.203,0.569,-0.366,1.5535,0.59,0.341,1.4325,0.5955,0.426,0.3785,0.094,0.0085
0.514,-0.108,-0.6225,-0.2025,0.5685,-0.366,1.5495,0.583,0.338,1.4315,0.595,0.4255,0.3775,0.0895,0.01
0.5205,-0.1065,-0.627,-0.2065,0.5735,-0.3675,1.543,0.583,0.3375,1.432,0.597,0.4285,0.382,0.0915,0.0105
0.53,-0.101,-0.6315,-0.214,0.5805,-0.367,1.5395,0.582,0.3365,1.4325,0.598,0.432,0.3855,0.0955,0.0125
0.5275,-0.0995,-0.6275,-0.2135,0.5775,-0.364,1.537,0.5815,0.3365,1.4335,0.599,0.433,0.383,0.1,0.013
0.522,-0.1025,-0.6245,-0.2095,0.5735,-0.364,1.534,0.58,0.334,1.4315,0.595,0.4275,0.38,0.0985,0.0135
0.523,-0.102,-0.6255,-0.21,0.574,-0.3645,1.5295,0.575,0.331,1.4305,0.5935,0.4255,0.379,0.0935,0.017
0.5255,-0.1015,-0.6275,-0.2115,0.5765,-0.365,1.529,0.576,0.3315,1.434,0.5975,0.43,0.3835,0.0945,0.021
0.53,-0.1025,-0.633,-0.213,0.5815,-0.3685,1.527,0.578,0.3365,1.4375,0.601,0.433,0.388,0.088,0.021
0.53,-0.1,-0.6305,-0.2145,0.5805,-0.3655,1.5265,0.586,0.339,1.443,0.604,0.4345,0.3895,0.0905,0.023
0.526,-0.0995,-0.626,-0.213,0.576,-0.363,1.5235,0.5765,0.342,1.4465,0.6055,0.435,0.387,0.094,0.0245
0.526,-0.101,-0.628,-0.212,0.577,-0.365,1.52,0.572,0.3335,1.439,0.6005,0.4325,0.382,0.093,0.0225
0.5245,-0.1075,-0.6325,-0.208,0.5785,-0.3705,1.5175,0.5795,0.3275,1.4325,0.596,0.4315,0.382,0.09,0.0235
0.522,-0.11,-0.633,-0.2055,0.5775,-0.372,1.5125,0.568,0.3365,1.435,0.598,0.4315,0.386,0.0865,0.027
0.5185,-0.111,-0.63,-0.203,0.5745,-0.3715,1.5085,0.568,0.337,1.4365,0.5965,0.4285,0.383,0.0875,0.0265
0.519,-0.112,-0.6315,-0.203,0.575,-0.3725,1.508,0.574,0.3315,1.434,0.594,0.4265,0.38,0.084,0.0275
0.5215,-0.1105,-0.6325,-0.205,0.577,-0.372,1.5115,0.57,0.323,1.43,0.591,0.4245,0.3785,0.083,0.031
0.5195,-0.1085,-0.6285,-0.205,0.574,-0.369,1.5085,0.5715,0.3255,1.428,0.5885,0.423,0.376,0.0855,0.0295
0.5245,-0.1005,-0.6255,-0.2115,0.575,-0.3635,1.507,0.5815,0.3375,1.4305,0.5905,0.425,0.38,0.0895,0.026
0.52,-0.1025,-0.623,-0.2085,0.5715,-0.363,1.51,0.577,0.3325,1.428,0.5875,0.423,0.379,0.089,0.0265
0.513,-0.11,-0.624,-0.201,0.5685,-0.3675,1.5105,0.567,0.325,1.4245,0.584,0.4215,0.374,0.086,0.031
0.517,-0.1115,-0.629,-0.202,0.573,-0.3705,1.5105,0.569,0.3265,1.4245,0.585,0.4235,0.377,0.0885,0.0295
0.5195,-0.1115,-0.6315,-0.2035,0.5755,-0.372,1.512,0.572,0.3275,1.4235,0.585,0.425,0.379,0.0905,0.0295
0.521,-0.109,-0.63,-0.2055,0.5755,-0.37,1.5145,0.5725,0.3285,1.4255,0.588,0.4265,0.3795,0.094,0.032
0.5215,-0.1005,-0.622,-0.21,0.572,-0.3615,1.515,0.576,0.331,1.4285,0.5905,0.427,0.38,0.1005,0.0255
0.525,-0.095,-0.6205,-0.2145,0.5725,-0.358,1.5155,0.5765,0.332,1.431,0.59,0.4285,0.381,0.104,0.0225
0.524,-0.101,-0.6255,-0.211,0.5745,-0.3635,1.5135,0.5765,0.3315,1.4315,0.589,0.427,0.379,0.1025,0.028
0.5205,-0.104,-0.625,-0.208,0.573,-0.365,1.5095,0.573,0.327,1.427,0.585,0.4235,0.374,0.096,0.026
0.52,-0.102,-0.6225,-0.2085,0.571,-0.3625,1.5135,0.572,0.3275,1.4255,0.5835,0.4235,0.375,0.094,0.0205
0.519,-0.103,-0.6225,-0.2075,0.571,-0.363,1.515,0.5695,0.3265,1.423,0.5835,0.4225,0.3765,0.1005,0.023
0.518,-0.103,-0.6215,-0.2075,0.5695,-0.3625,1.512,0.5665,0.3215,1.4195,0.581,0.4195,0.374,0.0965,0.0205
0.5175,-0.0985,-0.6165,-0.209,0.567,-0.358,1.511,0.5735,0.327,1.4245,0.583,0.42,0.375,0.0945,0.0175
0.5165,-0.0915,-0.6085,-0.212,0.5625,-0.3505,1.512,0.5745,0.3265,1.426,0.5845,0.422,0.3755,0.104,0.013
0.516,-0.088,-0.604,-0.2135,0.56,-0.3465,1.514,0.575,0.325,1.4255,0.5865,0.423,0.376,0.1095,0.016
0.5175,-0.091,-0.609,-0.213,0.563,-0.3505,1.5115,0.574,0.325,1.4245,0.5855,0.4215,0.376,0.105,0.022
0.5175,-0.094,-0.6115,-0.2115,0.5645,-0.3535,1.5145,0.571,0.323,1.424,0.5825,0.417,0.371,0.098,0.0155
0.5165,-0.096,-0.613,-0.2095,0.5645,-0.355,1.5175,0.574,0.324,1.426,0.584,0.418,0.371,0.108,0.0205
0.518,-0.0955,-0.614,-0.2105,0.566,-0.355,1.515,0.578,0.329,1.4285,0.587,0.4205,0.377,0.1135,0.0275
0.518,-0.094,-0.6125,-0.2115,0.565,-0.354,1.509,0.569,0.3275,1.4275,0.586,0.419,0.3755,0.1145,0.0315
0.5215,-0.089,-0.6115,-0.216,0.5665,-0.351,1.5075,0.562,0.327,1.4255,0.5845,0.4185,0.372,0.118,0.0295
0.5265,-0.0865,-0.6135,-0.2195,0.57,-0.3505,1.5145,0.573,0.3305,1.426,0.585,0.4175,0.369,0.111,0.0235
0.523,-0.0905,-0.614,-0.2155,0.5685,-0.353,1.519,0.5775,0.323,1.421,0.58,0.4155,0.365,0.1085,0.0255
0.513,-0.0965,-0.6095,-0.208,0.561,-0.3535,1.5145,0.5725,0.3225,1.4185,0.5765,0.4125,0.36,0.108,0.0235
0.508,-0.099,-0.6075,-0.204,0.5575,-0.3535,1.509,0.5705,0.3215,1.418,0.576,0.413,0.36,0.1095,0.0245
0.5105,-0.0955,-0.606,-0.207,0.5585,-0.3515,1.5075,0.5695,0.3185,1.416,0.572,0.412,0.3585,0.115,0.03
0.5045,-0.0995,-0.604,-0.202,0.5545,-0.3525,1.506,0.566,0.3165,1.4115,0.5655,0.405,0.352,0.113,0.0325
0.504,-0.101,-0.6055,-0.201,0.555,-0.3535,1.509,0.5665,0.315,1.4095,0.5645,0.405,0.353,0.109,0.028
0.5065,-0.0955,-0.6025,-0.205,0.5545,-0.3495,1.5135,0.5695,0.319,1.4125,0.5665,0.407,0.3515,0.11,0.0265
0.5025,-0.0975,-0.6005,-0.202,0.5515,-0.3495,1.516,0.574,0.3175,1.412,0.5665,0.408,0.3495,0.108,0.0275
0.504,-0.102,-0.607,-0.2005,0.5555,-0.355,1.5155,0.5695,0.315,1.4095,0.5665,0.407,0.3515,0.1005,0.0275
0.507,-0.103,-0.6105,-0.2015,0.5585,-0.357,1.5115,0.5595,0.3125,1.408,0.5675,0.4075,0.353,0.099,0.0315
0.506,-0.1035,-0.6095,-0.2005,0.558,-0.357,1.515,0.5705,0.315,1.409,0.5705,0.4095,0.354,0.1025,0.0295
0.506,-0.1025,-0.609,-0.201,0.5575,-0.356,1.519,0.5745,0.3185,1.4105,0.571,0.4085,0.3505,0.107,0.0265
0.512,-0.0995,-0.612,-0.2055,0.562,-0.356,1.5185,0.564,0.3165,1.4095,0.571,0.409,0.35,0.104,0.027
0.5085,-0.1065,-0.6155,-0.2005,0.562,-0.3615,1.5185,0.5645,0.317,1.4085,0.5735,0.4085,0.3525,0.099,0.0255
0.5035,-0.111,-0.615,-0.1955,0.559,-0.3635,1.5185,0.5665,0.3175,1.4095,0.5735,0.4095,0.357,0.101,0.0245
0.5075,-0.105,-0.613,-0.201,0.5605,-0.3595,1.5205,0.5695,0.3185,1.412,0.5755,0.4095,0.3595,0.096,0.0185
0.5005,-0.1115,-0.6125,-0.194,0.5565,-0.3625,1.5205,0.568,0.317,1.41,0.5735,0.4065,0.3555,0.0905,0.0165
0.493,-0.1185,-0.612,-0.1865,0.5525,-0.3655,1.5215,0.567,0.315,1.408,0.57,0.4055,0.356,0.092,0.02
0.504,-0.108,-0.6125,-0.1975,0.5585,-0.3605,1.5225,0.5675,0.3175,1.4115,0.574,0.4095,0.364,0.095,0.0165
0.5185,-0.098,-0.617,-0.2095,0.568,-0.358,1.5225,0.57,0.3225,1.4165,0.579,0.4155,0.374,0.098,0.0275
0.5195,-0.098,-0.618,-0.2105,0.569,-0.3585,1.5245,0.5715,0.3245,1.42,0.582,0.42,0.378,0.092,0.03
0.5135,-0.097,-0.611,-0.2075,0.562,-0.3545,1.526,0.572,0.325,1.4205,0.5835,0.421,0.376,0.0955,0.012
0.5135,-0.0975,-0.6115,-0.2075,0.5625,-0.355,1.529,0.573,0.326,1.4205,0.5825,0.421,0.376,0.0995,0.015
0.511,-0.101,-0.6125,-0.2045,0.562,-0.3575,1.5265,0.5675,0.327,1.4205,0.5825,0.419,0.372,0.0985,0.0165
0.506,-0.101,-0.6075,-0.202,0.5565,-0.3545,1.5195,0.574,0.3325,1.4235,0.5845,0.418,0.3715,0.105,0.0155
0.5045,-0.1055,-0.61,-0.199,0.557,-0.3585,1.5145,0.571,0.325,1.421,0.582,0.4165,0.3695,0.1,0.022
0.508,-0.102,-0.6105,-0.2025,0.5595,-0.357,1.5155,0.571,0.323,1.42,0.583,0.417,0.365,0.102,0.023
0.5145,-0.0975,-0.6125,-0.208,0.5635,-0.3555,1.5215,0.5725,0.3305,1.426,0.5875,0.422,0.3665,0.103,0.0225
0.516,-0.1005,-0.617,-0.207,0.5665,-0.3595,1.522,0.5755,0.3295,1.4245,0.5855,0.4225,0.3655,0.0955,0.0195
0.5145,-0.1015,-0.6165,-0.206,0.5655,-0.3595,1.5265,0.5825,0.331,1.424,0.585,0.421,0.3645,0.093,0.0175
0.512,-0.1005,-0.613,-0.205,0.5625,-0.3575,1.5285,0.577,0.333,1.426,0.586,0.422,0.364,0.0985,0.017
0.515,-0.0955,-0.6105,-0.2095,0.563,-0.3535,1.528,0.579,0.334,1.425,0.581,0.4195,0.3575,0.1025,0.014
0.517,-0.099,-0.617,-0.2085,0.567,-0.3585,1.5315,0.5785,0.3305,1.4205,0.577,0.416,0.355,0.0955,0.0145
0.512,-0.105,-0.6175,-0.203,0.565,-0.362,1.5335,0.577,0.3255,1.417,0.575,0.4145,0.3565,0.0925,0.0105
0.5115,-0.106,-0.618,-0.2025,0.565,-0.3625,1.5295,0.575,0.328,1.42,0.577,0.4165,0.3605,0.0945,0.0085
0.518,-0.107,-0.6255,-0.205,0.572,-0.3665,1.5255,0.5765,0.331,1.4245,0.5805,0.419,0.3655,0.097,0.0145
0.5225,-0.1075,-0.6305,-0.207,0.5765,-0.3695,1.528,0.575,0.3265,1.422,0.5805,0.4175,0.3665,0.096,0.02
0.522,-0.104,-0.6265,-0.2085,0.574,-0.3655,1.5285,0.5755,0.3255,1.4235,0.582,0.418,0.368,0.0985,0.021
0.5175,-0.0995,-0.6175,-0.2085,0.5675,-0.359,1.534,0.5835,0.3295,1.4285,0.5845,0.42,0.3695,0.1,0.0165
0.516,-0.095,-0.6115,-0.21,0.564,-0.354,1.537,0.584,0.3335,1.427,0.5825,0.418,0.371,0.102,0.0155
0.517,-0.0885,-0.606,-0.2135,0.5615,-0.3475,1.5355,0.5845,0.338,1.4325,0.5855,0.42,0.374,0.106,0.013
0.5185,-0.083,-0.602,-0.2175,0.56,-0.343,1.534,0.584,0.339,1.437,0.5905,0.4235,0.378,0.1105,0.006
0.515,-0.087,-0.6025,-0.2135,0.559,-0.345,1.532,0.5805,0.3365,1.4325,0.5855,0.4195,0.373,0.107,0.0045
0.5075,-0.092,-0.6,-0.207,0.5535,-0.3465,1.534,0.5785,0.3325,1.428,0.5835,0.4165,0.3645,0.101,0.0035
0.5085,-0.089,-0.5985,-0.209,0.5535,-0.344,1.533,0.576,0.3305,1.4255,0.583,0.4185,0.367,0.1085,0.001
0.5115,-0.089,-0.601,-0.2105,0.556,-0.3455,1.536,0.5805,0.332,1.4265,0.584,0.42,0.37,0.109,0.001
0.514,-0.0865,-0.601,-0.2135,0.5575,-0.344,1.541,0.5865,0.334,1.4275,0.588,0.422,0.371,0.107,0.0
0.5215,-0.08,-0.602,-0.2205,0.562,-0.3415,1.54,0.5845,0.338,1.432,0.5905,0.425,0.375,0.1115,0.001
0.5255,-0.0775,-0.6035,-0.2235,0.5645,-0.341,1.541,0.5755,0.338,1.434,0.5935,0.427,0.3775,0.1095,0.002
0.52,-0.0765,-0.5965,-0.221,0.558,-0.337,1.544,0.5775,0.3355,1.4315,0.5905,0.4245,0.371,0.1045,-0.003
0.52,-0.074,-0.594,-0.2225,0.557,-0.3345,1.545,0.5945,0.341,1.436,0.5915,0.4265,0.371,0.112,-0.011
0.5195,-0.0745,-0.594,-0.2225,0.557,-0.3345,1.5415,0.5915,0.3385,1.4355,0.591,0.4245,0.3715,0.114,-0.011
0.5155,-0.071,-0.587,-0.222,0.551,-0.329,1.5405,0.5835,0.3375,1.435,0.588,0.422,0.3655,0.1145,-0.011
0.516,-0.073,-0.589,-0.2215,0.5525,-0.331,1.542,0.5835,0.3385,1.435,0.5875,0.424,0.366,0.1175,-0.0125
0.5085,-0.08,-0.589,-0.214,0.549,-0.335,1.538,0.5845,0.3385,1.4295,0.583,0.4215,0.365,0.116,-0.0125
0.514,-0.0745,-0.5885,-0.2195,0.551,-0.332,1.5425,0.59,0.342,1.43,0.5855,0.423,0.366,0.118,-0.012
0.519,-0.0715,-0.5905,-0.2235,0.5545,-0.331,1.546,0.59,0.3415,1.429,0.5865,0.4225,0.365,0.12,-0.014
0.5205,-0.067,-0.5875,-0.2265,0.554,-0.3275,1.544,0.588,0.344,1.4315,0.5875,0.4225,0.3665,0.124,-0.0185
0.531,-0.06,-0.5915,-0.2355,0.561,-0.326,1.5435,0.5935,0.348,1.4365,0.592,0.4265,0.3735,0.1215,-0.0165
0.5265,-0.067,-0.5935,-0.2295,0.56,-0.3305,1.5455,0.596,0.3425,1.4335,0.5895,0.425,0.3695,0.1215,-0.01
0.524,-0.0705,-0.5945,-0.2265,0.5595,-0.3325,1.5415,0.588,0.3415,1.432,0.5885,0.4245,0.367,0.124,-0.006
0.5295,-0.0675,-0.5975,-0.231,0.5635,-0.3325,1.54,0.5915,0.349,1.4375,0.5935,0.4295,0.3745,0.126,-0.0015
0.529,-0.0715,-0.6005,-0.2285,0.5645,-0.336,1.544,0.593,0.348,1.439,0.5945,0.4305,0.377,0.1205,-0.004
0.524,-0.0795,-0.604,-0.222,0.564,-0.342,1.543,0.594,0.3465,1.4385,0.594,0.4285,0.374,0.1145,-0.0125
0.519,-0.087,-0.6065,-0.2155,0.563,-0.3475,1.547,0.5965,0.348,1.4385,0.5925,0.429,0.3755,0.1175,-0.008
0.5205,-0.089,-0.61,-0.2155,0.565,-0.35,1.551,0.595,0.35,1.439,0.5935,0.43,0.3765,0.1115,-0.0075
0.5275,-0.088,-0.616,-0.2195,0.5715,-0.3525,1.553,0.6015,0.3525,1.4405,0.596,0.4325,0.3765,0.1085,-0.0055
0.527,-0.0855,-0.613,-0.2205,0.57,-0.3495,1.553,0.6035,0.3515,1.4405,0.5955,0.4295,0.373,0.116,-0.0115
0.528,-0.082,-0.6105,-0.2225,0.569,-0.347,1.554,0.6075,0.355,1.4415,0.5965,0.4285,0.374,0.1145,-0.0175
0.526,-0.0835,-0.61,-0.221,0.568,-0.347,1.556,0.608,0.359,1.443,0.5955,0.4285,0.3755,0.1125,-0.013
0.5165,-0.0885,-0.605,-0.2135,0.561,-0.3475,1.5585,0.6095,0.3605,1.4445,0.5935,0.4235,0.3725,0.113,-0.0225
0.5205,-0.0905,-0.6115,-0.2145,0.566,-0.3515,1.5655,0.615,0.364,1.4465,0.5935,0.424,0.375,0.1105,-0.023
0.531,-0.081,-0.6125,-0.2245,0.572,-0.3475,1.571,0.621,0.3705,1.4515,0.5955,0.4255,0.3775,0.113,-0.0255
