i,ii,iii,avr,avl,avf,v1,v2,v3,v4,v5,v6,vx,vy,vz
-0.307,-1.85,-1.543,1.0785,0.6175,-1.6965,0.904,0.604,0.864,0.9,0.798,0.7985,0.0665,-1.092,0.093
-0.321,-1.863,-1.5415,1.092,0.61,-1.7025,0.904,0.6,0.8595,0.8975,0.7935,0.794,0.06,-1.089,0.096
-0.332,-1.876,-1.5435,1.104,0.6055,-1.71,0.9055,0.598,0.857,0.8935,0.789,0.7915,0.057,-1.097,0.0925
-0.3325,-1.8785,-1.5455,1.1055,0.6065,-1.7125,0.9035,0.5955,0.854,0.8895,0.7865,0.7895,0.0555,-1.0975,0.0985
-0.336,-1.879,-1.543,1.1075,0.603,-1.7115,0.9065,0.5965,0.8545,0.8905,0.7865,0.7895,0.0525,-1.096,0.101
-0.339,-1.8815,-1.542,1.1105,0.601,-1.712,0.9095,0.5995,0.853,0.889,0.7855,0.7865,0.0475,-1.1055,0.096
-0.339,-1.8795,-1.5395,1.109,0.6,-1.7095,0.911,0.6005,0.853,0.8885,0.7835,0.785,0.045,-1.1055,0.094
-0.342,-1.8765,-1.534,1.109,0.5955,-1.7055,0.913,0.602,0.8545,0.8895,0.782,0.7855,0.042,-1.101,0.0935
-0.3415,-1.8815,-1.5395,1.1115,0.5985,-1.711,0.9145,0.6025,0.8565,0.8895,0.7805,0.7825,0.0385,-1.108,0.0905
-0.335,-1.882,-1.5465,1.1085,0.6055,-1.7145,0.917,0.6055,0.8575,0.8915,0.7825,0.784,0.0355,-1.111,0.091
-0.335,-1.88,-1.5445,1.1075,0.6045,-1.7125,0.9175,0.6075,0.857,0.8935,0.7845,0.786,0.035,-1.103,0.0945
-0.338,-1.8785,-1.54,1.108,0.601,-1.7095,0.9165,0.6055,0.8555,0.892,0.783,0.785,0.034,-1.1005,0.093
-0.335,-1.876,-1.5405,1.1055,0.6025,-1.7085,0.9165,0.605,0.853,0.8865,0.7775,0.781,0.0325,-1.1105,0.091
-0.3325,-1.877,-1.544,1.1045,0.6055,-1.7105,0.9185,0.6045,0.8545,0.888,0.7765,0.78,0.0335,-1.11,0.088
-0.3295,-1.8805,-1.5505,1.105,0.6105,-1.7155,0.917,0.604,0.855,0.891,0.7785,0.782,0.035,-1.1155,0.087
-0.3295,-1.883,-1.553,1.1065,0.6115,-1.718,0.9165,0.603,0.8545,0.8895,0.778,0.78,0.0355,-1.122,0.0835
-0.3285,-1.883,-1.554,1.106,0.6125,-1.7185,0.9155,0.6035,0.854,0.8885,0.7755,0.7775,0.036,-1.1245,0.0775
-0.332,-1.888,-1.556,1.11,0.612,-1.722,0.9125,0.601,0.851,0.8825,0.7715,0.7725,0.0345,-1.134,0.078
-0.3355,-1.8885,-1.553,1.112,0.609,-1.721,0.9105,0.5995,0.8485,0.8805,0.771,0.772,0.0345,-1.1355,0.0785
-0.334,-1.885,-1.5505,1.1095,0.6085,-1.718,0.9075,0.5985,0.8455,0.877,0.769,0.772,0.035,-1.136,0.0805
-0.335,-1.8805,-1.545,1.108,0.6045,-1.713,0.908,0.5965,0.8465,0.876,0.7665,0.77,0.0335,-1.1275,0.085
-0.3315,-1.878,-1.5465,1.1045,0.607,-1.7125,0.9085,0.5985,0.848,0.8785,0.7675,0.773,0.0335,-1.1175,0.0885
-0.33,-1.8795,-1.549,1.1045,0.6095,-1.7145,0.909,0.6,0.8475,0.879,0.77,0.7765,0.035,-1.12,0.09
-0.3345,-1.888,-1.553,1.111,0.609,-1.7205,0.91,0.598,0.846,0.8785,0.771,0.775,0.036,-1.1245,0.092
-0.3455,-1.9015,-1.5555,1.1235,0.605,-1.7285,0.9085,0.5985,0.8445,0.877,0.769,0.773,0.036,-1.123,0.0955
-0.3465,-1.9025,-1.5555,1.1245,0.604,-1.729,0.9115,0.602,0.847,0.881,0.773,0.7765,0.036,-1.1225,0.0925
-0.3365,-1.8995,-1.563,1.118,0.613,-1.7315,0.913,0.602,0.8485,0.8815,0.773,0.775,0.036,-1.1395,0.085
-0.334,-1.898,-1.564,1.1155,0.615,-1.731,0.9105,0.6005,0.848,0.8795,0.7705,0.7725,0.035,-1.1405,0.0815
-0.331,-1.8955,-1.564,1.113,0.616,-1.73,0.909,0.5985,0.846,0.877,0.772,0.775,0.0355,-1.1265,0.0855
-0.329,-1.9,-1.571,1.1145,0.621,-1.736,0.912,0.6005,0.8485,0.8795,0.7745,0.779,0.037,-1.129,0.0895
-0.333,-1.908,-1.575,1.1205,0.621,-1.7415,0.915,0.6055,0.853,0.883,0.774,0.7795,0.0375,-1.14,0.085
-0.338,-1.9105,-1.572,1.1245,0.6165,-1.7415,0.913,0.6045,0.85,0.88,0.771,0.778,0.0375,-1.1435,0.0865
-0.3425,-1.911,-1.568,1.1265,0.6125,-1.7395,0.913,0.603,0.85,0.8795,0.771,0.7795,0.0365,-1.1405,0.0895
-0.346,-1.909,-1.5625,1.1275,0.608,-1.7355,0.9135,0.6035,0.852,0.8795,0.772,0.7785,0.035,-1.1375,0.09
-0.345,-1.9055,-1.5595,1.125,0.607,-1.7325,0.912,0.6015,0.851,0.878,0.772,0.779,0.0365,-1.1295,0.093
-0.342,-1.9075,-1.5645,1.1245,0.611,-1.736,0.913,0.6015,0.85,0.88,0.772,0.7795,0.037,-1.134,0.091
-0.343,-1.906,-1.562,1.1245,0.609,-1.734,0.915,0.6045,0.853,0.885,0.7725,0.7795,0.036,-1.1335,0.092
-0.347,-1.901,-1.5535,1.124,0.603,-1.727,0.9145,0.604,0.8525,0.8875,0.773,0.78,0.0355,-1.1255,0.095
-0.35,-1.9,-1.5495,1.125,0.5995,-1.725,0.9155,0.6025,0.8515,0.885,0.7715,0.7785,0.035,-1.127,0.095
-0.3535,-1.8995,-1.5455,1.1265,0.596,-1.723,0.916,0.602,0.85,0.8815,0.7695,0.7755,0.035,-1.1265,0.0895
-0.3535,-1.9015,-1.5475,1.127,0.597,-1.7245,0.914,0.601,0.8485,0.879,0.768,0.7735,0.0325,-1.135,0.089
-0.35,-1.908,-1.5575,1.1285,0.6035,-1.733,0.9175,0.6045,0.852,0.881,0.7695,0.776,0.0325,-1.141,0.0895
-0.349,-1.909,-1.5595,1.1285,0.605,-1.7345,0.922,0.6075,0.854,0.883,0.771,0.78,0.034,-1.139,0.083
-0.347,-1.9075,-1.5605,1.127,0.6065,-1.734,0.9235,0.608,0.8545,0.8855,0.774,0.7805,0.0325,-1.1375,0.085
-0.3475,-1.9085,-1.5605,1.1275,0.6065,-1.7345,0.9255,0.611,0.8565,0.887,0.776,0.7815,0.0325,-1.1385,0.0875
-0.3475,-1.906,-1.5575,1.1265,0.6045,-1.732,0.926,0.6075,0.8555,0.888,0.775,0.7825,0.0315,-1.137,0.088
-0.3445,-1.9075,-1.562,1.126,0.6085,-1.7345,0.925,0.609,0.8555,0.89,0.774,0.783,0.0335,-1.14,0.0885
-0.341,-1.906,-1.564,1.1235,0.611,-1.735,0.924,0.6105,0.853,0.8875,0.7725,0.7805,0.0335,-1.147,0.0835
-0.339,-1.904,-1.5645,1.1215,0.6125,-1.7345,0.926,0.6105,0.8545,0.8865,0.771,0.776,0.0305,-1.15,0.0765
-0.3385,-1.914,-1.575,1.1265,0.618,-1.7445,0.935,0.619,0.86,0.893,0.7745,0.78,0.03,-1.1535,0.0745
-0.343,-1.924,-1.5805,1.1335,0.6185,-1.7525,0.9365,0.6205,0.862,0.8935,0.776,0.781,0.0275,-1.151,0.078
-0.347,-1.9245,-1.5775,1.136,0.615,-1.7515,0.9315,0.616,0.861,0.889,0.774,0.779,0.029,-1.1515,0.083
-0.3455,-1.9215,-1.5755,1.1335,0.615,-1.749,0.93,0.6145,0.857,0.8845,0.773,0.7775,0.029,-1.152,0.083
-0.346,-1.922,-1.5755,1.1345,0.6145,-1.749,0.933,0.6195,0.8585,0.886,0.772,0.775,0.0265,-1.1495,0.0795
-0.3455,-1.9185,-1.5725,1.132,0.613,-1.7455,0.9365,0.623,0.861,0.8895,0.774,0.7775,0.0265,-1.1445,0.0855
-0.3445,-1.9155,-1.57,1.13,0.6125,-1.743,0.937,0.6215,0.8575,0.8865,0.772,0.7745,0.0255,-1.139,0.089
-0.35,-1.9215,-1.571,1.136,0.61,-1.7465,0.9395,0.6215,0.854,0.882,0.7675,0.77,0.0225,-1.1465,0.084
-0.3545,-1.9325,-1.578,1.1435,0.6115,-1.7555,0.939,0.6235,0.8525,0.8805,0.767,0.769,0.022,-1.1595,0.085
-0.358,-1.943,-1.5845,1.1505,0.613,-1.764,0.945,0.6295,0.854,0.8805,0.7615,0.7675,0.022,-1.1695,0.0785
-0.365,-1.95,-1.5845,1.1575,0.6095,-1.7675,0.9595,0.6375,0.8535,0.8745,0.754,0.761,0.0195,-1.1755,0.0745
-0.3675,-1.955,-1.5875,1.1615,0.61,-1.7715,0.971,0.6475,0.854,0.8715,0.7525,0.7565,0.0155,-1.1765,0.0765
-0.3665,-1.955,-1.588,1.161,0.6105,-1.772,0.989,0.657,0.8555,0.8695,0.7465,0.752,0.0075,-1.1785,0.0705
-0.3615,-1.964,-1.602,1.163,0.62,-1.783,1.0095,0.672,0.8555,0.8605,0.7375,0.7445,0.0025,-1.1985,0.067
-0.36,-1.9785,-1.6175,1.1695,0.6285,-1.7985,1.023,0.686,0.855,0.8535,0.73,0.741,0.0,-1.2155,0.065
-0.365,-1.989,-1.6235,1.177,0.629,-1.8065,1.0385,0.6975,0.852,0.845,0.7195,0.7345,-0.0055,-1.221,0.0635
-0.369,-2.0,-1.6305,1.1845,0.6305,-1.8155,1.063,0.715,0.855,0.836,0.71,0.7255,-0.0125,-1.2355,0.055
-0.374,-2.006,-1.6315,1.19,0.6285,-1.819,1.087,0.7295,0.866,0.839,0.7085,0.7205,-0.017,-1.2375,0.0415
-0.3805,-2.017,-1.6355,1.1985,0.627,-1.8265,1.1125,0.748,0.877,0.8425,0.7055,0.712,-0.0245,-1.242,0.0235
-0.387,-2.025,-1.6375,1.206,0.625,-1.832,1.1375,0.7665,0.8895,0.8485,0.7045,0.7075,-0.0295,-1.251,0.0035
-0.3825,-2.024,-1.6415,1.203,0.629,-1.833,1.1585,0.7895,0.912,0.865,0.7125,0.712,-0.0235,-1.2495,-0.0035
-0.3785,-2.0245,-1.646,1.2015,0.6335,-1.8355,1.1795,0.818,0.94,0.89,0.728,0.7195,-0.015,-1.247,-0.0095
-0.3745,-2.0225,-1.6475,1.1985,0.6365,-1.8355,1.199,0.841,0.969,0.9165,0.7455,0.725,-0.006,-1.2495,-0.027
-0.36,-2.0225,-1.662,1.1915,0.6505,-1.8425,1.234,0.8905,1.0165,0.954,0.7675,0.734,0.009,-1.2615,-0.049
-0.3465,-2.0245,-1.6775,1.1855,0.665,-1.851,1.2705,0.95,1.08,1.006,0.798,0.7485,0.029,-1.2715,-0.0765
-0.3355,-2.036,-1.7,1.186,0.682,-1.868,1.3055,1.001,1.1405,1.058,0.829,0.7625,0.0495,-1.282,-0.103
-0.3205,-2.0375,-1.717,1.179,0.698,-1.8775,1.3525,1.0705,1.2185,1.128,0.8725,0.7855,0.0775,-1.277,-0.1345
-0.301,-2.029,-1.7275,1.165,0.713,-1.8785,1.39,1.136,1.2985,1.2005,0.918,0.8045,0.11,-1.2755,-0.174
-0.288,-2.029,-1.7415,1.158,0.7265,-1.8855,1.4335,1.2,1.3625,1.2565,0.9515,0.816,0.137,-1.2875,-0.208
-0.272,-2.014,-1.742,1.1425,0.735,-1.8785,1.4775,1.259,1.431,1.321,0.9965,0.8375,0.168,-1.2875,-0.246
-0.2565,-1.9985,-1.742,1.127,0.7425,-1.8705,1.507,1.3025,1.506,1.4015,1.048,0.861,0.2015,-1.28,-0.285
-0.2355,-1.9895,-1.754,1.1125,0.759,-1.872,1.5595,1.3815,1.6085,1.5015,1.1095,0.89,0.243,-1.2705,-0.3275
-0.2035,-1.9725,-1.769,1.088,0.7825,-1.871,1.62,1.486,1.7425,1.6255,1.1905,0.929,0.2965,-1.264,-0.377
-0.172,-1.9325,-1.7605,1.052,0.794,-1.8465,1.6455,1.5685,1.882,1.7725,1.289,0.982,0.3595,-1.2335,-0.432
-0.1245,-1.882,-1.7575,1.003,0.8165,-1.82,1.6715,1.6625,2.0425,1.9375,1.4035,1.047,0.4365,-1.1995,-0.4915
-0.0855,-1.8545,-1.769,0.9695,0.842,-1.812,1.7295,1.7985,2.234,2.109,1.508,1.102,0.5085,-1.1835,-0.5605
-0.0575,-1.83,-1.7725,0.9435,0.8575,-1.8015,1.7915,1.939,2.4395,2.2945,1.6115,1.15,0.5725,-1.1605,-0.6335
-0.0285,-1.799,-1.771,0.9135,0.871,-1.7855,1.857,2.0825,2.6485,2.4795,1.7105,1.196,0.6315,-1.1305,-0.7035
0.003,-1.7875,-1.7905,0.892,0.897,-1.7895,1.9175,2.232,2.86,2.653,1.7975,1.2315,0.6875,-1.133,-0.7725
0.046,-1.7635,-1.8095,0.8585,0.928,-1.7865,1.923,2.3325,3.034,2.8105,1.8875,1.2755,0.751,-1.1255,-0.817
0.078,-1.713,-1.791,0.8175,0.9345,-1.7525,1.8945,2.3895,3.169,2.946,1.973,1.3315,0.8085,-1.079,-0.8495
0.1015,-1.6645,-1.766,0.7815,0.9335,-1.7155,1.8535,2.4105,3.269,3.0575,2.0485,1.378,0.8575,-1.0365,-0.8735
0.112,-1.613,-1.7255,0.75,0.9185,-1.6695,1.7855,2.3485,3.2735,3.102,2.099,1.419,0.8915,-0.985,-0.8665
0.113,-1.5535,-1.6665,0.72,0.8895,-1.61,1.6695,2.197,3.1885,3.0775,2.122,1.4555,0.905,-0.9205,-0.8315
0.1025,-1.51,-1.612,0.7035,0.857,-1.5615,1.5355,1.9985,3.044,2.9865,2.102,1.4695,0.891,-0.8625,-0.7705
0.0765,-1.4845,-1.561,0.704,0.8185,-1.523,1.4035,1.769,2.8435,2.832,2.037,1.461,0.8455,-0.822,-0.698
0.041,-1.489,-1.53,0.7235,0.7855,-1.5095,1.293,1.5545,2.6285,2.642,1.941,1.428,0.778,-0.813,-0.6215
0.0075,-1.5335,-1.541,0.7625,0.7745,-1.5375,1.2115,1.382,2.4185,2.429,1.82,1.378,0.703,-0.8385,-0.529
